,crime,quantity,year,trimester,city
393,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2019,2,Murcia
394,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,51,2019,2,Murcia
395,    4.-Secuestro,0,2019,2,Murcia
396,    5.-Delitos contra la libertad e indemnidad sexual,51,2019,2,Murcia
397,    5.1.-Agresión sexual con penetración,7,2019,2,Murcia
398,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,44,2019,2,Murcia
399,    6.-Robos con violencia e intimidación,146,2019,2,Murcia
400,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",427,2019,2,Murcia
401,    7.1.-Robos con fuerza en domicilios,323,2019,2,Murcia
402,    8.-Hurtos,1565,2019,2,Murcia
403,    9.-Sustracciones de vehículos,111,2019,2,Murcia
404,    10.-Tráfico de drogas,28,2019,2,Murcia
405,    Resto de infracciones penales,2600,2019,2,Murcia
406,    1.-Homicidios dolosos y asesinatos consumados,0,2019,2,Bilbao
407,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2019,2,Bilbao
408,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,47,2019,2,Bilbao
409,    4.-Secuestro,0,2019,2,Bilbao
410,    5.-Delitos contra la libertad e indemnidad sexual,21,2019,2,Bilbao
411,    5.1.-Agresión sexual con penetración,6,2019,2,Bilbao
412,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,15,2019,2,Bilbao
413,    6.-Robos con violencia e intimidación,142,2019,2,Bilbao
414,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",188,2019,2,Bilbao
415,    7.1.-Robos con fuerza en domicilios,127,2019,2,Bilbao
416,    8.-Hurtos,3013,2019,2,Bilbao
417,    9.-Sustracciones de vehículos,27,2019,2,Bilbao
418,    10.-Tráfico de drogas,6,2019,2,Bilbao
419,    Resto de infracciones penales,1807,2019,2,Bilbao
420,    1.-Homicidios dolosos y asesinatos consumados,0,2019,3,Córdoba
421,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2019,3,Córdoba
422,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,23,2019,3,Córdoba
423,    4.-Secuestro,0,2019,3,Córdoba
424,    5.-Delitos contra la libertad e indemnidad sexual,22,2019,3,Córdoba
425,    5.1.-Agresión sexual con penetración,6,2019,3,Córdoba
426,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,16,2019,3,Córdoba
427,    6.-Robos con violencia e intimidación,94,2019,3,Córdoba
428,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",122,2019,3,Córdoba
429,    7.1.-Robos con fuerza en domicilios,70,2019,3,Córdoba
430,    8.-Hurtos,971,2019,3,Córdoba
431,    9.-Sustracciones de vehículos,61,2019,3,Córdoba
432,    10.-Tráfico de drogas,33,2019,3,Córdoba
433,    Resto de infracciones penales,2322,2019,3,Córdoba
434,    1.-Homicidios dolosos y asesinatos consumados,4,2019,3,Málaga
435,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2019,3,Málaga
436,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,94,2019,3,Málaga
437,    4.-Secuestro,0,2019,3,Málaga
438,    5.-Delitos contra la libertad e indemnidad sexual,63,2019,3,Málaga
439,    5.1.-Agresión sexual con penetración,3,2019,3,Málaga
440,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,60,2019,3,Málaga
441,    6.-Robos con violencia e intimidación,210,2019,3,Málaga
442,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",311,2019,3,Málaga
443,    7.1.-Robos con fuerza en domicilios,226,2019,3,Málaga
444,    8.-Hurtos,3151,2019,3,Málaga
445,    9.-Sustracciones de vehículos,195,2019,3,Málaga
446,    10.-Tráfico de drogas,89,2019,3,Málaga
447,    Resto de infracciones penales,3562,2019,3,Málaga
448,    1.-Homicidios dolosos y asesinatos consumados,1,2019,3,Sevilla
449,    2.-Homicidios dolosos y asesinatos en grado tentativa,4,2019,3,Sevilla
450,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,65,2019,3,Sevilla
451,    4.-Secuestro,0,2019,3,Sevilla
452,    5.-Delitos contra la libertad e indemnidad sexual,93,2019,3,Sevilla
453,    5.1.-Agresión sexual con penetración,13,2019,3,Sevilla
454,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,80,2019,3,Sevilla
455,    6.-Robos con violencia e intimidación,389,2019,3,Sevilla
456,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",592,2019,3,Sevilla
457,    7.1.-Robos con fuerza en domicilios,328,2019,3,Sevilla
458,    8.-Hurtos,4036,2019,3,Sevilla
459,    9.-Sustracciones de vehículos,322,2019,3,Sevilla
460,    10.-Tráfico de drogas,43,2019,3,Sevilla
461,    Resto de infracciones penales,5953,2019,3,Sevilla
462,    1.-Homicidios dolosos y asesinatos consumados,0,2019,3,Zaragoza
463,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2019,3,Zaragoza
464,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,97,2019,3,Zaragoza
465,    4.-Secuestro,0,2019,3,Zaragoza
466,    5.-Delitos contra la libertad e indemnidad sexual,36,2019,3,Zaragoza
467,    5.1.-Agresión sexual con penetración,1,2019,3,Zaragoza
468,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,35,2019,3,Zaragoza
469,    6.-Robos con violencia e intimidación,238,2019,3,Zaragoza
470,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",302,2019,3,Zaragoza
471,    7.1.-Robos con fuerza en domicilios,227,2019,3,Zaragoza
472,    8.-Hurtos,1596,2019,3,Zaragoza
473,    9.-Sustracciones de vehículos,45,2019,3,Zaragoza
474,    10.-Tráfico de drogas,38,2019,3,Zaragoza
475,    Resto de infracciones penales,3688,2019,3,Zaragoza
476,    1.-Homicidios dolosos y asesinatos consumados,1,2019,3,Gijón
477,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2019,3,Gijón
478,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,33,2019,3,Gijón
479,    4.-Secuestro,0,2019,3,Gijón
480,    5.-Delitos contra la libertad e indemnidad sexual,22,2019,3,Gijón
481,    5.1.-Agresión sexual con penetración,1,2019,3,Gijón
482,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,21,2019,3,Gijón
483,    6.-Robos con violencia e intimidación,38,2019,3,Gijón
484,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",80,2019,3,Gijón
485,    7.1.-Robos con fuerza en domicilios,44,2019,3,Gijón
486,    8.-Hurtos,578,2019,3,Gijón
487,    9.-Sustracciones de vehículos,21,2019,3,Gijón
488,    10.-Tráfico de drogas,11,2019,3,Gijón
489,    Resto de infracciones penales,1284,2019,3,Gijón
490,    1.-Homicidios dolosos y asesinatos consumados,1,2019,3,Palma
491,    2.-Homicidios dolosos y asesinatos en grado tentativa,4,2019,3,Palma
492,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,78,2019,3,Palma
493,    4.-Secuestro,0,2019,3,Palma
494,    5.-Delitos contra la libertad e indemnidad sexual,72,2019,3,Palma
495,    5.1.-Agresión sexual con penetración,8,2019,3,Palma
496,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,64,2019,3,Palma
497,    6.-Robos con violencia e intimidación,174,2019,3,Palma
498,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",212,2019,3,Palma
499,    7.1.-Robos con fuerza en domicilios,131,2019,3,Palma
500,    8.-Hurtos,4255,2019,3,Palma
501,    9.-Sustracciones de vehículos,255,2019,3,Palma
502,    10.-Tráfico de drogas,67,2019,3,Palma
503,    Resto de infracciones penales,4048,2019,3,Palma
504,    1.-Homicidios dolosos y asesinatos consumados,2,2019,3,Las Palmas de Gran Canaria
505,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2019,3,Las Palmas de Gran Canaria
506,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,30,2019,3,Las Palmas de Gran Canaria
507,    4.-Secuestro,0,2019,3,Las Palmas de Gran Canaria
508,    5.-Delitos contra la libertad e indemnidad sexual,29,2019,3,Las Palmas de Gran Canaria
509,    5.1.-Agresión sexual con penetración,2,2019,3,Las Palmas de Gran Canaria
510,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,27,2019,3,Las Palmas de Gran Canaria
511,    6.-Robos con violencia e intimidación,95,2019,3,Las Palmas de Gran Canaria
512,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",119,2019,3,Las Palmas de Gran Canaria
513,    7.1.-Robos con fuerza en domicilios,75,2019,3,Las Palmas de Gran Canaria
514,    8.-Hurtos,1137,2019,3,Las Palmas de Gran Canaria
515,    9.-Sustracciones de vehículos,59,2019,3,Las Palmas de Gran Canaria
516,    10.-Tráfico de drogas,42,2019,3,Las Palmas de Gran Canaria
517,    Resto de infracciones penales,2901,2019,3,Las Palmas de Gran Canaria
518,    1.-Homicidios dolosos y asesinatos consumados,0,2019,3,Valladolid
519,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2019,3,Valladolid
520,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,27,2019,3,Valladolid
521,    4.-Secuestro,0,2019,3,Valladolid
522,    5.-Delitos contra la libertad e indemnidad sexual,20,2019,3,Valladolid
523,    5.1.-Agresión sexual con penetración,3,2019,3,Valladolid
524,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,17,2019,3,Valladolid
525,    6.-Robos con violencia e intimidación,37,2019,3,Valladolid
526,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",120,2019,3,Valladolid
527,    7.1.-Robos con fuerza en domicilios,71,2019,3,Valladolid
528,    8.-Hurtos,773,2019,3,Valladolid
529,    9.-Sustracciones de vehículos,30,2019,3,Valladolid
530,    10.-Tráfico de drogas,9,2019,3,Valladolid
531,    Resto de infracciones penales,1424,2019,3,Valladolid
532,    1.-Homicidios dolosos y asesinatos consumados,12,2019,3,Barcelona
533,    2.-Homicidios dolosos y asesinatos en grado tentativa,15,2019,3,Barcelona
534,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,909,2019,3,Barcelona
535,    4.-Secuestro,0,2019,3,Barcelona
536,    5.-Delitos contra la libertad e indemnidad sexual,227,2019,3,Barcelona
537,    5.1.-Agresión sexual con penetración,50,2019,3,Barcelona
538,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,177,2019,3,Barcelona
539,    6.-Robos con violencia e intimidación,3751,2019,3,Barcelona
540,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2670,2019,3,Barcelona
541,    7.1.-Robos con fuerza en domicilios,1826,2019,3,Barcelona
542,    8.-Hurtos,28243,2019,3,Barcelona
543,    9.-Sustracciones de vehículos,967,2019,3,Barcelona
544,    10.-Tráfico de drogas,116,2019,3,Barcelona
545,    Resto de infracciones penales,14739,2019,3,Barcelona
546,    1.-Homicidios dolosos y asesinatos consumados,1,2019,3,Alicante
547,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2019,3,Alicante
548,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,52,2019,3,Alicante
549,    4.-Secuestro,0,2019,3,Alicante
550,    5.-Delitos contra la libertad e indemnidad sexual,38,2019,3,Alicante
551,    5.1.-Agresión sexual con penetración,1,2019,3,Alicante
552,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,37,2019,3,Alicante
553,    6.-Robos con violencia e intimidación,130,2019,3,Alicante
554,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",252,2019,3,Alicante
555,    7.1.-Robos con fuerza en domicilios,180,2019,3,Alicante
556,    8.-Hurtos,2154,2019,3,Alicante
557,    9.-Sustracciones de vehículos,121,2019,3,Alicante
558,    10.-Tráfico de drogas,53,2019,3,Alicante
559,    Resto de infracciones penales,2645,2019,3,Alicante
560,    1.-Homicidios dolosos y asesinatos consumados,0,2019,3,Valencia
561,    2.-Homicidios dolosos y asesinatos en grado tentativa,5,2019,3,Valencia
562,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,124,2019,3,Valencia
563,    4.-Secuestro,1,2019,3,Valencia
564,    5.-Delitos contra la libertad e indemnidad sexual,122,2019,3,Valencia
565,    5.1.-Agresión sexual con penetración,11,2019,3,Valencia
566,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,111,2019,3,Valencia
567,    6.-Robos con violencia e intimidación,468,2019,3,Valencia
568,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",781,2019,3,Valencia
569,    7.1.-Robos con fuerza en domicilios,547,2019,3,Valencia
570,    8.-Hurtos,4610,2019,3,Valencia
571,    9.-Sustracciones de vehículos,228,2019,3,Valencia
572,    10.-Tráfico de drogas,93,2019,3,Valencia
573,    Resto de infracciones penales,5980,2019,3,Valencia
574,    1.-Homicidios dolosos y asesinatos consumados,0,2019,3,Vigo
575,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2019,3,Vigo
576,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,28,2019,3,Vigo
577,    4.-Secuestro,0,2019,3,Vigo
578,    5.-Delitos contra la libertad e indemnidad sexual,22,2019,3,Vigo
579,    5.1.-Agresión sexual con penetración,5,2019,3,Vigo
580,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,17,2019,3,Vigo
581,    6.-Robos con violencia e intimidación,33,2019,3,Vigo
582,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",185,2019,3,Vigo
583,    7.1.-Robos con fuerza en domicilios,85,2019,3,Vigo
584,    8.-Hurtos,748,2019,3,Vigo
585,    9.-Sustracciones de vehículos,54,2019,3,Vigo
586,    10.-Tráfico de drogas,18,2019,3,Vigo
587,    Resto de infracciones penales,1643,2019,3,Vigo
588,    1.-Homicidios dolosos y asesinatos consumados,2,2019,3,Madrid
589,    2.-Homicidios dolosos y asesinatos en grado tentativa,11,2019,3,Madrid
590,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,392,2019,3,Madrid
591,    4.-Secuestro,4,2019,3,Madrid
592,    5.-Delitos contra la libertad e indemnidad sexual,314,2019,3,Madrid
593,    5.1.-Agresión sexual con penetración,30,2019,3,Madrid
594,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,284,2019,3,Madrid
595,    6.-Robos con violencia e intimidación,2592,2019,3,Madrid
596,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2532,2019,3,Madrid
597,    7.1.-Robos con fuerza en domicilios,1699,2019,3,Madrid
598,    8.-Hurtos,23362,2019,3,Madrid
599,    9.-Sustracciones de vehículos,1239,2019,3,Madrid
600,    10.-Tráfico de drogas,520,2019,3,Madrid
601,    Resto de infracciones penales,27437,2019,3,Madrid
602,    1.-Homicidios dolosos y asesinatos consumados,1,2019,3,Murcia
603,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2019,3,Murcia
604,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,61,2019,3,Murcia
605,    4.-Secuestro,0,2019,3,Murcia
606,    5.-Delitos contra la libertad e indemnidad sexual,46,2019,3,Murcia
607,    5.1.-Agresión sexual con penetración,7,2019,3,Murcia
608,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,39,2019,3,Murcia
609,    6.-Robos con violencia e intimidación,188,2019,3,Murcia
610,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",507,2019,3,Murcia
611,    7.1.-Robos con fuerza en domicilios,430,2019,3,Murcia
612,    8.-Hurtos,1374,2019,3,Murcia
613,    9.-Sustracciones de vehículos,125,2019,3,Murcia
614,    10.-Tráfico de drogas,17,2019,3,Murcia
615,    Resto de infracciones penales,2462,2019,3,Murcia
616,    1.-Homicidios dolosos y asesinatos consumados,0,2019,3,Bilbao
617,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2019,3,Bilbao
618,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,69,2019,3,Bilbao
619,    4.-Secuestro,0,2019,3,Bilbao
620,    5.-Delitos contra la libertad e indemnidad sexual,50,2019,3,Bilbao
621,    5.1.-Agresión sexual con penetración,16,2019,3,Bilbao
622,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,34,2019,3,Bilbao
623,    6.-Robos con violencia e intimidación,176,2019,3,Bilbao
624,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",341,2019,3,Bilbao
625,    7.1.-Robos con fuerza en domicilios,234,2019,3,Bilbao
626,    8.-Hurtos,3330,2019,3,Bilbao
627,    9.-Sustracciones de vehículos,39,2019,3,Bilbao
628,    10.-Tráfico de drogas,12,2019,3,Bilbao
629,    Resto de infracciones penales,1961,2019,3,Bilbao
630,    1.-Homicidios dolosos y asesinatos consumados,0,2018,1,Córdoba
631,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2018,1,Córdoba
632,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,14,2018,1,Córdoba
633,    4.-Secuestro,0,2018,1,Córdoba
634,    5.-Delitos contra la libertad e indemnidad sexual,25,2018,1,Córdoba
635,    5.1.-Agresión sexual con penetración,1,2018,1,Córdoba
636,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,24,2018,1,Córdoba
637,    6.-Robos con violencia e intimidación,138,2018,1,Córdoba
638,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",155,2018,1,Córdoba
639,    7.1.-Robos con fuerza en domicilios,107,2018,1,Córdoba
640,    8.-Hurtos,1190,2018,1,Córdoba
641,    9.-Sustracciones de vehículos,97,2018,1,Córdoba
642,    10.-Tráfico de drogas,14,2018,1,Córdoba
643,    Resto de infracciones penales,2181,2018,1,Córdoba
644,    1.-Homicidios dolosos y asesinatos consumados,0,2018,1,Málaga
645,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2018,1,Málaga
646,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,43,2018,1,Málaga
647,    4.-Secuestro,0,2018,1,Málaga
648,    5.-Delitos contra la libertad e indemnidad sexual,44,2018,1,Málaga
649,    5.1.-Agresión sexual con penetración,4,2018,1,Málaga
650,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,40,2018,1,Málaga
651,    6.-Robos con violencia e intimidación,141,2018,1,Málaga
652,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",224,2018,1,Málaga
653,    7.1.-Robos con fuerza en domicilios,141,2018,1,Málaga
654,    8.-Hurtos,2380,2018,1,Málaga
655,    9.-Sustracciones de vehículos,214,2018,1,Málaga
656,    10.-Tráfico de drogas,65,2018,1,Málaga
657,    Resto de infracciones penales,2758,2018,1,Málaga
