;type_of_crime;year;month;date;number_of_crimes;cum_sum
3812;Protecció de la flora, fauna i animals domèstics;2012;8;2012-08-01;1.0;3169.9989759508444
3813;Protecció de la flora, fauna i animals domèstics;2013;3;2013-03-01;1.0;3169.9989759508444
3814;Protecció de la flora, fauna i animals domèstics;2013;5;2013-05-01;1.0;3169.9989759508444
3815;Protecció de la flora, fauna i animals domèstics;2013;7;2013-07-01;1.0;3169.9989759508444
3816;Protecció de la flora, fauna i animals domèstics;2013;12;2013-12-01;2.0;3170.9989759508444
3817;Protecció de la flora, fauna i animals domèstics;2014;4;2014-04-01;2.0;3170.9989759508444
3818;Protecció de la flora, fauna i animals domèstics;2014;7;2014-07-01;2.0;3170.9989759508444
3819;Protecció de la flora, fauna i animals domèstics;2014;8;2014-08-01;1.0;3170.4989759508444
3820;Protecció de la flora, fauna i animals domèstics;2014;9;2014-09-01;1.0;3170.4989759508444
3821;Protecció de la flora, fauna i animals domèstics;2014;11;2014-11-01;4.0;3173.4989759508444
3822;Protecció de la flora, fauna i animals domèstics;2015;2;2015-02-01;1.0;3172.7489759508444
3823;Protecció de la flora, fauna i animals domèstics;2015;6;2015-06-01;1.0;3172.7489759508444
3824;Protecció de la flora, fauna i animals domèstics;2015;7;2015-07-01;2.0;3173.7489759508444
3825;Protecció de la flora, fauna i animals domèstics;2015;8;2015-08-01;5.0;3175.2489759508444
3826;Protecció de la flora, fauna i animals domèstics;2015;9;2015-09-01;2.0;3174.6489759508445
3827;Protecció de la flora, fauna i animals domèstics;2015;11;2015-11-01;2.0;3174.6489759508445
3828;Protecció de la flora, fauna i animals domèstics;2015;12;2015-12-01;3.0;3175.1489759508445
3829;Protecció de la flora, fauna i animals domèstics;2016;2;2016-02-01;1.0;3174.482309284178
3830;Protecció de la flora, fauna i animals domèstics;2016;3;2016-03-01;2.0;3175.482309284178
3831;Protecció de la flora, fauna i animals domèstics;2016;4;2016-04-01;0.1;3174.532309284178
3832;Protecció de la flora, fauna i animals domèstics;2016;5;2016-05-01;4.0;3213.532309284178
3833;Protecció de la flora, fauna i animals domèstics;2016;6;2016-06-01;3.0;3213.282309284178
3834;Protecció de la flora, fauna i animals domèstics;2016;7;2016-07-01;3.0;3213.282309284178
3835;Protecció de la flora, fauna i animals domèstics;2016;8;2016-08-01;2.0;3212.9489759508447
3836;Protecció de la flora, fauna i animals domèstics;2016;9;2016-09-01;5.0;3214.4489759508447
3837;Protecció de la flora, fauna i animals domèstics;2016;10;2016-10-01;2.0;3213.8489759508448
3838;Protecció de la flora, fauna i animals domèstics;2016;11;2016-11-01;3.0;3214.3489759508448
3839;Protecció de la flora, fauna i animals domèstics;2016;12;2016-12-01;3.0;3214.3489759508448
3840;Protecció de la flora, fauna i animals domèstics;2017;1;2017-01-01;3.0;3214.3489759508448
3841;Protecció de la flora, fauna i animals domèstics;2017;2;2017-02-01;2.0;3214.0156426175113
3842;Protecció de la flora, fauna i animals domèstics;2017;3;2017-03-01;4.0;3215.0156426175113
3843;Protecció de la flora, fauna i animals domèstics;2017;4;2017-04-01;2.0;3214.5156426175113
3844;Protecció de la flora, fauna i animals domèstics;2017;6;2017-06-01;4.0;3215.5156426175113
3845;Protecció de la flora, fauna i animals domèstics;2017;7;2017-07-01;1.0;3214.7656426175113
3846;Protecció de la flora, fauna i animals domèstics;2017;8;2017-08-01;2.0;3215.7656426175113
3847;Protecció de la flora, fauna i animals domèstics;2017;9;2017-09-01;2.0;3215.7656426175113
3848;Protecció de la flora, fauna i animals domèstics;2017;11;2017-11-01;1.0;3215.2656426175113
3849;Protecció de la flora, fauna i animals domèstics;2017;12;2017-12-01;1.0;3215.2656426175113
3850;Protecció de la flora, fauna i animals domèstics;2018;1;2018-01-01;2.0;3216.2656426175113
3851;Protecció de la flora, fauna i animals domèstics;2018;2;2018-02-01;1.0;3215.7656426175113
3852;Protecció de la flora, fauna i animals domèstics;2018;3;2018-03-01;2.0;3216.7656426175113
3853;Protecció de la flora, fauna i animals domèstics;2018;4;2018-04-01;6.0;3218.7656426175113
3854;Protecció de la flora, fauna i animals domèstics;2018;5;2018-05-01;3.0;3218.2656426175113
3855;Protecció de la flora, fauna i animals domèstics;2018;6;2018-06-01;1.0;3217.5989759508448
3856;Protecció de la flora, fauna i animals domèstics;2018;7;2018-07-01;0.1;3216.6989759508447
3857;Protecció de la flora, fauna i animals domèstics;2018;8;2018-08-01;3.0;3245.6989759508447
3858;Protecció de la flora, fauna i animals domèstics;2018;9;2018-09-01;1.0;3245.032309284178
3859;Protecció de la flora, fauna i animals domèstics;2018;11;2018-11-01;2.0;3246.032309284178
3860;Protecció de la flora, fauna i animals domèstics;2018;12;2018-12-01;1.0;3245.532309284178
3861;Protecció de la flora, fauna i animals domèstics;2019;1;2019-01-01;2.0;3246.532309284178
3862;Protecció de la flora, fauna i animals domèstics;2019;2;2019-02-01;3.0;3247.032309284178
3863;Protecció de la flora, fauna i animals domèstics;2019;3;2019-03-01;2.0;3246.6989759508447
3864;Protecció de la flora, fauna i animals domèstics;2019;4;2019-04-01;1.0;3246.1989759508447
3865;Protecció de la flora, fauna i animals domèstics;2019;5;2019-05-01;4.0;3249.1989759508447
3866;Protecció de la flora, fauna i animals domèstics;2019;6;2019-06-01;3.0;3248.9489759508447
3867;Protecció de la flora, fauna i animals domèstics;2019;7;2019-07-01;2.0;3248.615642617511
3868;Protecció de la flora, fauna i animals domèstics;2019;8;2019-08-01;1.0;3248.115642617511
3869;Protecció de la flora, fauna i animals domèstics;2019;9;2019-09-01;4.0;3251.115642617511
3870;Protecció de la flora, fauna i animals domèstics;2019;11;2019-11-01;1.0;3250.365642617511
3871;Protecció de la flora, fauna i animals domèstics;2019;12;2019-12-01;4.0;3253.365642617511
3872;Realització arbitrària del propi dret;2012;3;2012-03-01;2.0;3254.365642617511
3873;Realització arbitrària del propi dret;2012;4;2012-04-01;1.0;3253.865642617511
3874;Realització arbitrària del propi dret;2012;5;2012-05-01;1.0;3253.865642617511
3875;Realització arbitrària del propi dret;2012;8;2012-08-01;1.0;3253.865642617511
3876;Realització arbitrària del propi dret;2012;9;2012-09-01;2.0;3254.865642617511
3877;Realització arbitrària del propi dret;2012;10;2012-10-01;0.1;3253.9156426175114
3878;Realització arbitrària del propi dret;2012;11;2012-11-01;1.0;3262.9156426175114
3879;Realització arbitrària del propi dret;2013;1;2013-01-01;2.0;3263.9156426175114
3880;Realització arbitrària del propi dret;2013;2;2013-02-01;1.0;3263.4156426175114
3881;Realització arbitrària del propi dret;2013;3;2013-03-01;3.0;3265.4156426175114
3882;Realització arbitrària del propi dret;2013;4;2013-04-01;1.0;3264.748975950845
3883;Realització arbitrària del propi dret;2013;9;2013-09-01;2.0;3265.748975950845
3884;Realització arbitrària del propi dret;2013;10;2013-10-01;1.0;3265.248975950845
3885;Realització arbitrària del propi dret;2014;8;2014-08-01;1.0;3265.248975950845
3886;Realització arbitrària del propi dret;2014;9;2014-09-01;3.0;3267.248975950845
3887;Realització arbitrària del propi dret;2014;10;2014-10-01;1.0;3266.5823092841783
3888;Realització arbitrària del propi dret;2014;12;2014-12-01;1.0;3266.5823092841783
3889;Realització arbitrària del propi dret;2015;2;2015-02-01;2.0;3267.5823092841783
3890;Realització arbitrària del propi dret;2015;3;2015-03-01;1.0;3267.0823092841783
3891;Realització arbitrària del propi dret;2015;5;2015-05-01;1.0;3267.0823092841783
3892;Realització arbitrària del propi dret;2015;7;2015-07-01;1.0;3267.0823092841783
3893;Realització arbitrària del propi dret;2015;8;2015-08-01;2.0;3268.0823092841783
3894;Realització arbitrària del propi dret;2015;9;2015-09-01;3.0;3268.5823092841783
3895;Realització arbitrària del propi dret;2015;11;2015-11-01;4.0;3268.915642617512
3896;Realització arbitrària del propi dret;2015;12;2015-12-01;3.0;3268.665642617512
3897;Realització arbitrària del propi dret;2016;1;2016-01-01;1.0;3267.9989759508453
3898;Realització arbitrària del propi dret;2016;2;2016-02-01;1.0;3267.9989759508453
3899;Realització arbitrària del propi dret;2016;3;2016-03-01;2.0;3268.9989759508453
3900;Realització arbitrària del propi dret;2016;4;2016-04-01;1.0;3268.4989759508453
3901;Realització arbitrària del propi dret;2016;5;2016-05-01;0.1;3267.598975950845
3902;Realització arbitrària del propi dret;2016;6;2016-06-01;1.0;3276.598975950845
3903;Realització arbitrària del propi dret;2016;9;2016-09-01;1.0;3276.598975950845
3904;Realització arbitrària del propi dret;2016;11;2016-11-01;2.0;3277.598975950845
3905;Realització arbitrària del propi dret;2016;12;2016-12-01;0.1;3276.6489759508454
3906;Realització arbitrària del propi dret;2017;1;2017-01-01;1.0;3285.6489759508454
3907;Realització arbitrària del propi dret;2017;2;2017-02-01;1.0;3285.6489759508454
3908;Realització arbitrària del propi dret;2017;3;2017-03-01;1.0;3285.6489759508454
3909;Realització arbitrària del propi dret;2017;5;2017-05-01;1.0;3285.6489759508454
3910;Realització arbitrària del propi dret;2017;6;2017-06-01;2.0;3286.6489759508454
3911;Realització arbitrària del propi dret;2017;7;2017-07-01;1.0;3286.1489759508454
3912;Realització arbitrària del propi dret;2017;8;2017-08-01;0.1;3285.2489759508453
3913;Realització arbitrària del propi dret;2017;10;2017-10-01;1.0;3294.2489759508453
3914;Realització arbitrària del propi dret;2017;12;2017-12-01;1.0;3294.2489759508453
3915;Realització arbitrària del propi dret;2018;1;2018-01-01;1.0;3294.2489759508453
3916;Realització arbitrària del propi dret;2018;5;2018-05-01;1.0;3294.2489759508453
3917;Realització arbitrària del propi dret;2018;7;2018-07-01;5.0;3298.2489759508453
3918;Realització arbitrària del propi dret;2018;8;2018-08-01;1.0;3297.448975950845
3919;Realització arbitrària del propi dret;2018;9;2018-09-01;1.0;3297.448975950845
3920;Realització arbitrària del propi dret;2018;11;2018-11-01;3.0;3299.448975950845
3921;Realització arbitrària del propi dret;2018;12;2018-12-01;1.0;3298.7823092841786
3922;Realització arbitrària del propi dret;2019;1;2019-01-01;1.0;3298.7823092841786
3923;Realització arbitrària del propi dret;2019;2;2019-02-01;3.0;3300.7823092841786
3924;Realització arbitrària del propi dret;2019;3;2019-03-01;1.0;3300.115642617512
3925;Realització arbitrària del propi dret;2019;4;2019-04-01;1.0;3300.115642617512
3926;Realització arbitrària del propi dret;2019;5;2019-05-01;3.0;3302.115642617512
3927;Realització arbitrària del propi dret;2019;6;2019-06-01;2.0;3301.7823092841786
3928;Realització arbitrària del propi dret;2019;7;2019-07-01;0.1;3300.832309284179
3929;Realització arbitrària del propi dret;2019;9;2019-09-01;1.0;3309.832309284179
3930;Receptació i altres conductes afins;2012;1;2012-01-01;6.0;3309.6894521413215
3931;Receptació i altres conductes afins;2012;2;2012-02-01;18.0;3311.6894521413215
3932;Receptació i altres conductes afins;2012;3;2012-03-01;18.0;3311.6894521413215
3933;Receptació i altres conductes afins;2012;4;2012-04-01;23.0;3311.9672299190993
3934;Receptació i altres conductes afins;2012;5;2012-05-01;23.0;3311.9672299190993
3935;Receptació i altres conductes afins;2012;6;2012-06-01;23.0;3311.9672299190993
3936;Receptació i altres conductes afins;2012;7;2012-07-01;14.0;3311.5759255712733
3937;Receptació i altres conductes afins;2012;8;2012-08-01;26.0;3312.433068428416
3938;Receptació i altres conductes afins;2012;9;2012-09-01;15.0;3312.009991505339
3939;Receptació i altres conductes afins;2012;10;2012-10-01;27.0;3312.809991505339
3940;Receptació i altres conductes afins;2012;11;2012-11-01;15.0;3312.3655470608946
3941;Receptació i altres conductes afins;2012;12;2012-12-01;25.0;3313.032213727561
3942;Receptació i altres conductes afins;2013;1;2013-01-01;29.0;3313.192213727561
3943;Receptació i altres conductes afins;2013;2;2013-02-01;29.0;3313.192213727561
3944;Receptació i altres conductes afins;2013;3;2013-03-01;38.0;3313.502558555147
3945;Receptació i altres conductes afins;2013;4;2013-04-01;29.0;3313.2657164498837
3946;Receptació i altres conductes afins;2013;5;2013-05-01;26.0;3313.162268174022
3947;Receptació i altres conductes afins;2013;6;2013-06-01;24.0;3313.085345097099
3948;Receptació i altres conductes afins;2013;7;2013-07-01;28.0;3313.2520117637655
3949;Receptació i altres conductes afins;2013;8;2013-08-01;24.0;3313.109154620908
3950;Receptació i altres conductes afins;2013;9;2013-09-01;31.0;3313.4008212875747
3951;Receptació i altres conductes afins;2013;10;2013-10-01;29.0;3313.3363051585425
3952;Receptació i altres conductes afins;2013;11;2013-11-01;48.0;3313.9914775723355
3953;Receptació i altres conductes afins;2013;12;2013-12-01;31.0;3313.637310905669
3954;Receptació i altres conductes afins;2014;1;2014-01-01;29.0;3313.572794776637
3955;Receptació i altres conductes afins;2014;2;2014-02-01;39.0;3313.9176223628438
3956;Receptació i altres conductes afins;2014;3;2014-03-01;44.0;3314.045827491049
3957;Receptació i altres conductes afins;2014;4;2014-04-01;38.0;3313.9094638546853
3958;Receptació i altres conductes afins;2014;5;2014-05-01;37.0;3313.8831480652116
3959;Receptació i altres conductes afins;2014;6;2014-06-01;18.0;3313.3696345516983
3960;Receptació i altres conductes afins;2014;7;2014-07-01;33.0;3314.2029678850317
3961;Receptació i altres conductes afins;2014;8;2014-08-01;26.0;3313.9908466729107
3962;Receptació i altres conductes afins;2014;9;2014-09-01;28.0;3314.0677697498336
3963;Receptació i altres conductes afins;2014;10;2014-10-01;29.0;3314.103484035548
3964;Receptació i altres conductes afins;2014;11;2014-11-01;29.0;3314.103484035548
3965;Receptació i altres conductes afins;2014;12;2014-12-01;17.0;3313.6896909320994
3966;Receptació i altres conductes afins;2015;1;2015-01-01;19.0;3313.807337990923
3967;Receptació i altres conductes afins;2015;2;2015-02-01;20.0;3313.8599695698704
3968;Receptació i altres conductes afins;2015;3;2015-03-01;32.0;3314.4599695698703
3969;Receptació i altres conductes afins;2015;4;2015-04-01;16.0;3313.9599695698703
3970;Receptació i altres conductes afins;2015;5;2015-05-01;30.0;3314.8349695698703
3971;Receptació i altres conductes afins;2015;6;2015-06-01;28.0;3314.7683029032037
3972;Receptació i altres conductes afins;2015;7;2015-07-01;14.0;3314.2683029032037
3973;Receptació i altres conductes afins;2015;8;2015-08-01;23.0;3314.911160046061
3974;Receptació i altres conductes afins;2015;9;2015-09-01;29.0;3315.1720296112785
3975;Receptació i altres conductes afins;2015;10;2015-10-01;26.0;3315.0685813354166
3976;Receptació i altres conductes afins;2015;11;2015-11-01;20.0;3314.8378121046476
3977;Receptació i altres conductes afins;2015;12;2015-12-01;23.0;3314.9878121046477
3978;Receptació i altres conductes afins;2016;1;2016-01-01;25.0;3315.0747686263867
3979;Receptació i altres conductes afins;2016;2;2016-02-01;24.0;3315.0347686263867
3980;Receptació i altres conductes afins;2016;3;2016-03-01;25.0;3315.0764352930532
3981;Receptació i altres conductes afins;2016;4;2016-04-01;21.0;3314.9164352930534
3982;Receptació i altres conductes afins;2016;5;2016-05-01;22.0;3314.9640543406726
3983;Receptació i altres conductes afins;2016;6;2016-06-01;22.0;3314.9640543406726
3984;Receptació i altres conductes afins;2016;7;2016-07-01;22.0;3314.9640543406726
3985;Receptació i altres conductes afins;2016;8;2016-08-01;20.0;3314.8731452497636
3986;Receptació i altres conductes afins;2016;9;2016-09-01;22.0;3314.9731452497635
3987;Receptació i altres conductes afins;2016;10;2016-10-01;13.0;3314.5640543406726
3988;Receptació i altres conductes afins;2016;11;2016-11-01;17.0;3314.871746648365
3989;Receptació i altres conductes afins;2016;12;2016-12-01;26.0;3315.401158413071
3990;Receptació i altres conductes afins;2017;1;2017-01-01;23.0;3315.285773797686
3991;Receptació i altres conductes afins;2017;2;2017-02-01;22.0;3315.2422955368165
3992;Receptació i altres conductes afins;2017;3;2017-03-01;30.0;3315.605931900453
3993;Receptació i altres conductes afins;2017;4;2017-04-01;22.0;3315.339265233786
3994;Receptació i altres conductes afins;2017;5;2017-05-01;24.0;3315.430174324695
3995;Receptació i altres conductes afins;2017;6;2017-06-01;25.0;3315.4718409913617
3996;Receptació i altres conductes afins;2017;7;2017-07-01;23.0;3315.3918409913617
3997;Receptació i altres conductes afins;2017;8;2017-08-01;15.0;3315.0440149044052
3998;Receptació i altres conductes afins;2017;9;2017-09-01;9.0;3314.644014904405
3999;Receptació i altres conductes afins;2017;10;2017-10-01;19.0;3315.7551260155165
4000;Receptació i altres conductes afins;2017;11;2017-11-01;23.0;3315.965652331306
4001;Receptació i altres conductes afins;2017;12;2017-12-01;14.0;3315.57434798348
4002;Receptació i altres conductes afins;2018;1;2018-01-01;23.0;3316.2172051263374
4003;Receptació i altres conductes afins;2018;2;2018-02-01;24.0;3316.260683387207
4004;Receptació i altres conductes afins;2018;3;2018-03-01;19.0;3316.0523500538734
4005;Receptació i altres conductes afins;2018;4;2018-04-01;20.0;3316.104981632821
4006;Receptació i altres conductes afins;2018;5;2018-05-01;28.0;3316.504981632821
4007;Receptació i altres conductes afins;2018;6;2018-06-01;22.0;3316.290695918535
4008;Receptació i altres conductes afins;2018;7;2018-07-01;20.0;3316.199786827626
4009;Receptació i altres conductes afins;2018;8;2018-08-01;27.0;3316.549786827626
4010;Receptació i altres conductes afins;2018;9;2018-09-01;20.0;3316.290527568367
4011;Receptació i altres conductes afins;2018;10;2018-10-01;28.0;3316.690527568367
4012;Receptació i altres conductes afins;2018;11;2018-11-01;21.0;3316.440527568367
4013;Receptació i altres conductes afins;2018;12;2018-12-01;18.0;3316.2976704255098
4014;Receptació i altres conductes afins;2019;1;2019-01-01;29.0;3316.908781536621
4015;Receptació i altres conductes afins;2019;2;2019-02-01;22.0;3316.6674022262764
4016;Receptació i altres conductes afins;2019;3;2019-03-01;28.0;3316.940129499004
4017;Receptació i altres conductes afins;2019;4;2019-04-01;17.0;3316.5472723561466
4018;Receptació i altres conductes afins;2019;5;2019-05-01;27.0;3317.135507650264
4019;Receptació i altres conductes afins;2019;6;2019-06-01;12.0;3316.5799520947085
4020;Receptació i altres conductes afins;2019;7;2019-07-01;22.0;3317.413285428042
4021;Receptació i altres conductes afins;2019;8;2019-08-01;14.0;3317.0496490644055
4022;Receptació i altres conductes afins;2019;9;2019-09-01;24.0;3317.7639347786912
4023;Receptació i altres conductes afins;2019;10;2019-10-01;25.0;3317.8056014453578
4024;Receptació i altres conductes afins;2019;11;2019-11-01;25.0;3317.8056014453578
4025;Receptació i altres conductes afins;2019;12;2019-12-01;17.0;3317.4856014453576
4026;Relatius a la prostitució;2012;1;2012-01-01;3.0;3317.2356014453576
4027;Relatius a la prostitució;2012;2;2012-02-01;2.0;3316.902268112024
4028;Relatius a la prostitució;2012;3;2012-03-01;1.0;3316.402268112024
4029;Relatius a la prostitució;2012;4;2012-04-01;3.0;3318.402268112024
4030;Relatius a la prostitució;2012;5;2012-05-01;3.0;3318.402268112024
4031;Relatius a la prostitució;2012;6;2012-06-01;3.0;3318.402268112024
4032;Relatius a la prostitució;2012;7;2012-07-01;2.0;3318.0689347786906
4033;Relatius a la prostitució;2012;8;2012-08-01;2.0;3318.0689347786906
4034;Relatius a la prostitució;2012;9;2012-09-01;2.0;3318.0689347786906
4035;Relatius a la prostitució;2012;10;2012-10-01;4.0;3319.0689347786906
4036;Relatius a la prostitució;2012;11;2012-11-01;5.0;3319.3189347786906
4037;Relatius a la prostitució;2012;12;2012-12-01;3.0;3318.9189347786905
4038;Relatius a la prostitució;2013;1;2013-01-01;3.0;3318.9189347786905
4039;Relatius a la prostitució;2013;2;2013-02-01;1.0;3318.252268112024
4040;Relatius a la prostitució;2013;3;2013-03-01;5.0;3322.252268112024
4041;Relatius a la prostitució;2013;4;2013-04-01;5.0;3322.252268112024
4042;Relatius a la prostitució;2013;5;2013-05-01;2.0;3321.652268112024
4043;Relatius a la prostitució;2013;6;2013-06-01;3.0;3322.152268112024
4044;Relatius a la prostitució;2013;7;2013-07-01;2.0;3321.8189347786906
4045;Relatius a la prostitució;2013;8;2013-08-01;2.0;3321.8189347786906
4046;Relatius a la prostitució;2013;9;2013-09-01;1.0;3321.3189347786906
4047;Relatius a la prostitució;2013;10;2013-10-01;6.0;3326.3189347786906
4048;Relatius a la prostitució;2013;11;2013-11-01;3.0;3325.8189347786906
4049;Relatius a la prostitució;2013;12;2013-12-01;7.0;3327.152268112024
4050;Relatius a la prostitució;2014;1;2014-01-01;4.0;3326.7236966834525
4051;Relatius a la prostitució;2014;2;2014-02-01;3.0;3326.4736966834525
4052;Relatius a la prostitució;2014;3;2014-03-01;6.0;3327.4736966834525
4053;Relatius a la prostitució;2014;4;2014-04-01;5.0;3327.307030016786
4054;Relatius a la prostitució;2014;5;2014-05-01;3.0;3326.907030016786
4055;Relatius a la prostitució;2014;6;2014-06-01;1.0;3326.2403633501194
4056;Relatius a la prostitució;2014;7;2014-07-01;4.0;3329.2403633501194
4057;Relatius a la prostitució;2014;8;2014-08-01;5.0;3329.4903633501194
4058;Relatius a la prostitució;2014;9;2014-09-01;3.0;3329.0903633501193
4059;Relatius a la prostitució;2014;10;2014-10-01;3.0;3329.0903633501193
4060;Relatius a la prostitució;2014;11;2014-11-01;3.0;3329.0903633501193
4061;Relatius a la prostitució;2014;12;2014-12-01;1.0;3328.423696683453
4062;Relatius a la prostitució;2015;1;2015-01-01;6.0;3333.423696683453
4063;Relatius a la prostitució;2015;2;2015-02-01;6.0;3333.423696683453
4064;Relatius a la prostitució;2015;3;2015-03-01;4.0;3333.0903633501193
4065;Relatius a la prostitució;2015;4;2015-04-01;3.0;3332.8403633501193
4066;Relatius a la prostitució;2015;5;2015-05-01;1.0;3332.173696683453
4067;Relatius a la prostitució;2015;6;2015-06-01;4.0;3335.173696683453
4068;Relatius a la prostitució;2015;7;2015-07-01;1.0;3334.423696683453
4069;Relatius a la prostitució;2015;9;2015-09-01;1.0;3334.423696683453
4070;Relatius a la prostitució;2015;10;2015-10-01;3.0;3336.423696683453
4071;Relatius a la prostitució;2015;11;2015-11-01;4.0;3336.7570300167863
4072;Relatius a la prostitució;2015;12;2015-12-01;2.0;3336.2570300167863
4073;Relatius a la prostitució;2016;1;2016-01-01;3.0;3336.7570300167863
4074;Relatius a la prostitució;2016;2;2016-02-01;4.0;3337.09036335012
4075;Relatius a la prostitució;2016;3;2016-03-01;1.0;3336.34036335012
4076;Relatius a la prostitució;2016;5;2016-05-01;6.0;3341.34036335012
4077;Relatius a la prostitució;2016;6;2016-06-01;3.0;3340.84036335012
4078;Relatius a la prostitució;2016;7;2016-07-01;1.0;3340.1736966834533
4079;Relatius a la prostitució;2016;8;2016-08-01;0.1;3339.273696683453
4080;Relatius a la prostitució;2016;9;2016-09-01;2.0;3358.273696683453
4081;Relatius a la prostitució;2016;10;2016-10-01;0.1;3357.3236966834534
4082;Relatius a la prostitució;2016;11;2016-11-01;1.0;3366.3236966834534
4083;Relatius a la prostitució;2016;12;2016-12-01;3.0;3368.3236966834534
4084;Relatius a la prostitució;2017;1;2017-01-01;4.0;3368.657030016787
4085;Relatius a la prostitució;2017;2;2017-02-01;3.0;3368.407030016787
4086;Relatius a la prostitució;2017;3;2017-03-01;2.0;3368.0736966834534
4087;Relatius a la prostitució;2017;4;2017-04-01;1.0;3367.5736966834534
4088;Relatius a la prostitució;2017;5;2017-05-01;2.0;3368.5736966834534
4089;Relatius a la prostitució;2017;6;2017-06-01;3.0;3369.0736966834534
4090;Relatius a la prostitució;2017;7;2017-07-01;3.0;3369.0736966834534
4091;Relatius a la prostitució;2017;8;2017-08-01;3.0;3369.0736966834534
4092;Relatius a la prostitució;2017;9;2017-09-01;0.1;3368.1070300167867
4093;Relatius a la prostitució;2017;10;2017-10-01;2.0;3387.1070300167867
4094;Relatius a la prostitució;2017;11;2017-11-01;0.1;3386.157030016787
4095;Relatius a la prostitució;2017;12;2017-12-01;2.0;3405.157030016787
4096;Relatius a la prostitució;2018;1;2018-01-01;3.0;3405.657030016787
4097;Relatius a la prostitució;2018;2;2018-02-01;2.0;3405.3236966834534
4098;Relatius a la prostitució;2018;3;2018-03-01;1.0;3404.8236966834534
4099;Relatius a la prostitució;2018;4;2018-04-01;1.0;3404.8236966834534
4100;Relatius a la prostitució;2018;5;2018-05-01;0.1;3403.9236966834533
4101;Relatius a la prostitució;2018;6;2018-06-01;2.0;3422.9236966834533
4102;Relatius a la prostitució;2018;7;2018-07-01;2.0;3422.9236966834533
4103;Relatius a la prostitució;2018;8;2018-08-01;1.0;3422.4236966834533
4104;Relatius a la prostitució;2018;9;2018-09-01;1.0;3422.4236966834533
4105;Relatius a la prostitució;2018;10;2018-10-01;0.1;3421.523696683453
4106;Relatius a la prostitució;2018;11;2018-11-01;1.0;3430.523696683453
4107;Relatius a la prostitució;2018;12;2018-12-01;3.0;3432.523696683453
4108;Relatius a la prostitució;2019;1;2019-01-01;2.0;3432.1903633501197
4109;Relatius a la prostitució;2019;2;2019-02-01;4.0;3433.1903633501197
4110;Relatius a la prostitució;2019;3;2019-03-01;1.0;3432.4403633501197
4111;Relatius a la prostitució;2019;4;2019-04-01;1.0;3432.4403633501197
4112;Relatius a la prostitució;2019;5;2019-05-01;2.0;3433.4403633501197
4113;Relatius a la prostitució;2019;6;2019-06-01;2.0;3433.4403633501197
4114;Relatius a la prostitució;2019;7;2019-07-01;0.1;3432.49036335012
4115;Relatius a la prostitució;2019;8;2019-08-01;1.0;3441.49036335012
4116;Relatius a la prostitució;2019;9;2019-09-01;1.0;3441.49036335012
4117;Relatius a la prostitució;2019;10;2019-10-01;1.0;3441.49036335012
4118;Relatius a la prostitució;2019;11;2019-11-01;2.0;3442.49036335012
4119;Relatius a la prostitució;2019;12;2019-12-01;2.0;3442.49036335012
4120;Reunió, manifestació il·lícita;2013;3;2013-03-01;0.1;3441.54036335012
4121;Reunió, manifestació il·lícita;2013;4;2013-04-01;1.0;3450.54036335012
4122;Reunió, manifestació il·lícita;2013;5;2013-05-01;2.0;3451.54036335012
4123;Reunió, manifestació il·lícita;2013;6;2013-06-01;1.0;3451.04036335012
4124;Reunió, manifestació il·lícita;2013;7;2013-07-01;0.1;3450.14036335012
4125;Reunió, manifestació il·lícita;2013;10;2013-10-01;1.0;3459.14036335012
4126;Reunió, manifestació il·lícita;2013;12;2013-12-01;0.1;3458.24036335012
4127;Reunió, manifestació il·lícita;2014;1;2014-01-01;0.1;3458.24036335012
4128;Reunió, manifestació il·lícita;2014;2;2014-02-01;0.1;3458.24036335012
4129;Reunió, manifestació il·lícita;2014;5;2014-05-01;7.0;3527.24036335012
4130;Reunió, manifestació il·lícita;2014;6;2014-06-01;0.1;3526.2546490644054
4131;Reunió, manifestació il·lícita;2014;9;2014-09-01;1.0;3535.2546490644054
4132;Reunió, manifestació il·lícita;2014;10;2014-10-01;0.1;3534.3546490644053
4133;Reunió, manifestació il·lícita;2015;5;2015-05-01;2.0;3553.3546490644053
4134;Reunió, manifestació il·lícita;2015;6;2015-06-01;0.1;3552.4046490644055
4135;Reunió, manifestació il·lícita;2015;10;2015-10-01;1.0;3561.4046490644055
4136;Reunió, manifestació il·lícita;2015;11;2015-11-01;1.0;3561.4046490644055
4137;Reunió, manifestació il·lícita;2016;2;2016-02-01;1.0;3561.4046490644055
4138;Reunió, manifestació il·lícita;2016;5;2016-05-01;1.0;3561.4046490644055
4139;Reunió, manifestació il·lícita;2016;8;2016-08-01;0.1;3560.5046490644054
4140;Reunió, manifestació il·lícita;2017;1;2017-01-01;1.0;3569.5046490644054
4141;Reunió, manifestació il·lícita;2017;3;2017-03-01;1.0;3569.5046490644054
4142;Reunió, manifestació il·lícita;2017;5;2017-05-01;2.0;3570.5046490644054
4143;Reunió, manifestació il·lícita;2017;7;2017-07-01;1.0;3570.0046490644054
4144;Reunió, manifestació il·lícita;2017;8;2017-08-01;0.1;3569.1046490644053
4145;Reunió, manifestació il·lícita;2018;1;2018-01-01;0.1;3569.1046490644053
4146;Reunió, manifestació il·lícita;2018;6;2018-06-01;1.0;3578.1046490644053
