;type_of_crime;year;month;date;number_of_crimes;cum_sum
1494;De la usurpació de l'estat civil;2019;4;2019-04-01;5.0;1138.7054272872438
1495;De la usurpació de l'estat civil;2019;5;2019-05-01;12.0;1140.1054272872439
1496;De la usurpació de l'estat civil;2019;6;2019-06-01;18.0;1140.6054272872439
1497;De la usurpació de l'estat civil;2019;7;2019-07-01;11.0;1140.216538398355
1498;De la usurpació de l'estat civil;2019;8;2019-08-01;9.0;1140.0347202165367
1499;De la usurpació de l'estat civil;2019;9;2019-09-01;19.0;1141.1458313276478
1500;De la usurpació de l'estat civil;2019;10;2019-10-01;7.0;1140.5142523802795
1501;De la usurpació de l'estat civil;2019;11;2019-11-01;9.0;1140.7999666659937
1502;De la usurpació de l'estat civil;2019;12;2019-12-01;10.0;1140.9110777771048
1503;Defraudacions;2012;5;2012-05-01;1.0;1140.0110777771047
1504;Defraudacions;2013;5;2013-05-01;1.0;1140.0110777771047
1505;Defraudacions;2014;10;2014-10-01;1.0;1140.0110777771047
1506;Defraudacions;2015;7;2015-07-01;2.0;1141.0110777771047
1507;Defraudacions;2015;8;2015-08-01;1.0;1140.5110777771047
1508;Defraudacions;2015;9;2015-09-01;1.0;1140.5110777771047
1509;Defraudacions;2015;10;2015-10-01;1.0;1140.5110777771047
1510;Defraudacions;2015;12;2015-12-01;1.0;1140.5110777771047
1511;Defraudacions;2016;1;2016-01-01;1.0;1140.5110777771047
1512;Defraudacions;2016;2;2016-02-01;2.0;1141.5110777771047
1513;Defraudacions;2016;3;2016-03-01;2.0;1141.5110777771047
1514;Defraudacions;2016;5;2016-05-01;1.0;1141.0110777771047
1515;Defraudacions;2016;6;2016-06-01;1.0;1141.0110777771047
1516;Defraudacions;2016;7;2016-07-01;1.0;1141.0110777771047
1517;Defraudacions;2016;11;2016-11-01;2.0;1142.0110777771047
1518;Defraudacions;2017;1;2017-01-01;1.0;1141.5110777771047
1519;Defraudacions;2017;4;2017-04-01;1.0;1141.5110777771047
1520;Defraudacions;2017;5;2017-05-01;1.0;1141.5110777771047
1521;Defraudacions;2017;6;2017-06-01;1.0;1141.5110777771047
1522;Defraudacions;2017;7;2017-07-01;2.0;1142.5110777771047
1523;Defraudacions;2017;10;2017-10-01;1.0;1142.0110777771047
1524;Defraudacions;2017;11;2017-11-01;1.0;1142.0110777771047
1525;Defraudacions;2018;1;2018-01-01;3.0;1144.0110777771047
1526;Defraudacions;2018;2;2018-02-01;2.0;1143.6777444437714
1527;Defraudacions;2018;3;2018-03-01;2.0;1143.6777444437714
1528;Defraudacions;2018;4;2018-04-01;2.0;1143.6777444437714
1529;Defraudacions;2018;5;2018-05-01;1.0;1143.1777444437714
1530;Defraudacions;2018;6;2018-06-01;1.0;1143.1777444437714
1531;Defraudacions de fluid elèctric i anàlogues;2012;1;2012-01-01;4.0;1143.5110777771047
1532;Defraudacions de fluid elèctric i anàlogues;2012;2;2012-02-01;5.0;1143.7610777771047
1533;Defraudacions de fluid elèctric i anàlogues;2012;3;2012-03-01;8.0;1144.3610777771046
1534;Defraudacions de fluid elèctric i anàlogues;2012;4;2012-04-01;3.0;1143.7360777771046
1535;Defraudacions de fluid elèctric i anàlogues;2012;5;2012-05-01;6.0;1144.7360777771046
1536;Defraudacions de fluid elèctric i anàlogues;2012;6;2012-06-01;11.0;1145.5694111104378
1537;Defraudacions de fluid elèctric i anàlogues;2012;7;2012-07-01;6.0;1145.1148656558923
1538;Defraudacions de fluid elèctric i anàlogues;2012;8;2012-08-01;5.0;1144.9481989892256
1539;Defraudacions de fluid elèctric i anàlogues;2012;9;2012-09-01;7.0;1145.3481989892257
1540;Defraudacions de fluid elèctric i anàlogues;2012;10;2012-10-01;6.0;1145.2053418463686
1541;Defraudacions de fluid elèctric i anàlogues;2012;11;2012-11-01;9.0;1145.7053418463686
1542;Defraudacions de fluid elèctric i anàlogues;2012;12;2012-12-01;6.0;1145.3720085130353
1543;Defraudacions de fluid elèctric i anàlogues;2013;1;2013-01-01;4.0;1145.038675179702
1544;Defraudacions de fluid elèctric i anàlogues;2013;2;2013-02-01;12.0;1147.038675179702
1545;Defraudacions de fluid elèctric i anàlogues;2013;3;2013-03-01;7.0;1146.6220085130353
1546;Defraudacions de fluid elèctric i anàlogues;2013;4;2013-04-01;12.0;1147.336294227321
1547;Defraudacions de fluid elèctric i anàlogues;2013;5;2013-05-01;14.0;1147.5029608939878
1548;Defraudacions de fluid elèctric i anàlogues;2013;6;2013-06-01;9.0;1147.145818036845
1549;Defraudacions de fluid elèctric i anàlogues;2013;7;2013-07-01;6.0;1146.8124847035117
1550;Defraudacions de fluid elèctric i anàlogues;2013;8;2013-08-01;8.0;1147.145818036845
1551;Defraudacions de fluid elèctric i anàlogues;2013;9;2013-09-01;15.0;1148.020818036845
1552;Defraudacions de fluid elèctric i anàlogues;2013;10;2013-10-01;14.0;1147.9541513701784
1553;Defraudacions de fluid elèctric i anàlogues;2013;11;2013-11-01;11.0;1147.7398656558926
1554;Defraudacions de fluid elèctric i anàlogues;2013;12;2013-12-01;6.0;1147.285320201347
1555;Defraudacions de fluid elèctric i anàlogues;2014;1;2014-01-01;15.0;1148.785320201347
1556;Defraudacions de fluid elèctric i anàlogues;2014;2;2014-02-01;20.0;1149.1186535346803
1557;Defraudacions de fluid elèctric i anàlogues;2014;3;2014-03-01;10.0;1148.6186535346803
1558;Defraudacions de fluid elèctric i anàlogues;2014;4;2014-04-01;15.0;1149.1186535346803
1559;Defraudacions de fluid elèctric i anàlogues;2014;5;2014-05-01;8.0;1148.6519868680136
1560;Defraudacions de fluid elèctric i anàlogues;2014;6;2014-06-01;17.0;1149.7769868680136
1561;Defraudacions de fluid elèctric i anàlogues;2014;7;2014-07-01;17.0;1149.7769868680136
1562;Defraudacions de fluid elèctric i anàlogues;2014;8;2014-08-01;6.0;1149.1299280444841
1563;Defraudacions de fluid elèctric i anàlogues;2014;9;2014-09-01;8.0;1149.4632613778174
1564;Defraudacions de fluid elèctric i anàlogues;2014;10;2014-10-01;6.0;1149.2132613778174
1565;Defraudacions de fluid elèctric i anàlogues;2014;11;2014-11-01;7.0;1149.3799280444841
1566;Defraudacions de fluid elèctric i anàlogues;2014;12;2014-12-01;11.0;1149.9513566159128
1567;Defraudacions de fluid elèctric i anàlogues;2015;1;2015-01-01;11.0;1149.9513566159128
1568;Defraudacions de fluid elèctric i anàlogues;2015;2;2015-02-01;5.0;1149.4059020704583
1569;Defraudacions de fluid elèctric i anàlogues;2015;3;2015-03-01;10.0;1150.4059020704583
1570;Defraudacions de fluid elèctric i anàlogues;2015;4;2015-04-01;6.0;1150.0059020704582
1571;Defraudacions de fluid elèctric i anàlogues;2015;5;2015-05-01;8.0;1150.3392354037915
1572;Defraudacions de fluid elèctric i anàlogues;2015;6;2015-06-01;4.0;1149.8392354037915
1573;Defraudacions de fluid elèctric i anàlogues;2015;7;2015-07-01;11.0;1151.5892354037915
1574;Defraudacions de fluid elèctric i anàlogues;2015;8;2015-08-01;14.0;1151.8619626765187
1575;Defraudacions de fluid elèctric i anàlogues;2015;9;2015-09-01;14.0;1151.8619626765187
1576;Defraudacions de fluid elèctric i anàlogues;2015;10;2015-10-01;13.0;1151.79053410509
1577;Defraudacions de fluid elèctric i anàlogues;2015;11;2015-11-01;9.0;1151.4828417973977
1578;Defraudacions de fluid elèctric i anàlogues;2015;12;2015-12-01;6.0;1151.1495084640644
1579;Defraudacions de fluid elèctric i anàlogues;2016;1;2016-01-01;10.0;1151.8161751307312
1580;Defraudacions de fluid elèctric i anàlogues;2016;2;2016-02-01;12.0;1152.0161751307312
1581;Defraudacions de fluid elèctric i anàlogues;2016;3;2016-03-01;8.0;1151.682841797398
1582;Defraudacions de fluid elèctric i anàlogues;2016;4;2016-04-01;9.0;1151.807841797398
1583;Defraudacions de fluid elèctric i anàlogues;2016;5;2016-05-01;10.0;1151.918952908509
1584;Defraudacions de fluid elèctric i anàlogues;2016;6;2016-06-01;3.0;1151.218952908509
1585;Defraudacions de fluid elèctric i anàlogues;2016;7;2016-07-01;9.0;1153.218952908509
1586;Defraudacions de fluid elèctric i anàlogues;2016;8;2016-08-01;11.0;1153.4411751307312
1587;Defraudacions de fluid elèctric i anàlogues;2016;9;2016-09-01;7.0;1153.077538767095
1588;Defraudacions de fluid elèctric i anàlogues;2016;10;2016-10-01;9.0;1153.3632530528091
1589;Defraudacions de fluid elèctric i anàlogues;2016;11;2016-11-01;19.0;1154.4743641639202
1590;Defraudacions de fluid elèctric i anàlogues;2016;12;2016-12-01;9.0;1153.9480483744464
1591;Defraudacions de fluid elèctric i anàlogues;2017;1;2017-01-01;7.0;1153.7258261522243
1592;Defraudacions de fluid elèctric i anàlogues;2017;2;2017-02-01;11.0;1154.297254723653
1593;Defraudacions de fluid elèctric i anàlogues;2017;3;2017-03-01;8.0;1154.0245274509257
1594;Defraudacions de fluid elèctric i anàlogues;2017;4;2017-04-01;11.0;1154.3995274509257
1595;Defraudacions de fluid elèctric i anàlogues;2017;5;2017-05-01;8.0;1154.1268001781984
1596;Defraudacions de fluid elèctric i anàlogues;2017;6;2017-06-01;8.0;1154.1268001781984
1597;Defraudacions de fluid elèctric i anàlogues;2017;7;2017-07-01;9.0;1154.2518001781984
1598;Defraudacions de fluid elèctric i anàlogues;2017;8;2017-08-01;7.0;1154.0295779559763
1599;Defraudacions de fluid elèctric i anàlogues;2017;9;2017-09-01;3.0;1153.4581493845476
1600;Defraudacions de fluid elèctric i anàlogues;2017;10;2017-10-01;3.0;1153.4581493845476
1601;Defraudacions de fluid elèctric i anàlogues;2017;11;2017-11-01;11.0;1156.1248160512143
1602;Defraudacions de fluid elèctric i anàlogues;2017;12;2017-12-01;7.0;1155.761179687578
1603;Defraudacions de fluid elèctric i anàlogues;2018;1;2018-01-01;7.0;1155.761179687578
1604;Defraudacions de fluid elèctric i anàlogues;2018;2;2018-02-01;8.0;1155.9040368304352
1605;Defraudacions de fluid elèctric i anàlogues;2018;3;2018-03-01;13.0;1156.5290368304352
1606;Defraudacions de fluid elèctric i anàlogues;2018;4;2018-04-01;7.0;1156.0674983688966
1607;Defraudacions de fluid elèctric i anàlogues;2018;5;2018-05-01;10.0;1156.496069797468
1608;Defraudacions de fluid elèctric i anàlogues;2018;6;2018-06-01;3.0;1155.796069797468
1609;Defraudacions de fluid elèctric i anàlogues;2018;7;2018-07-01;4.0;1156.1294031308012
1610;Defraudacions de fluid elèctric i anàlogues;2018;8;2018-08-01;5.0;1156.3794031308012
1611;Defraudacions de fluid elèctric i anàlogues;2018;9;2018-09-01;7.0;1156.7794031308013
1612;Defraudacions de fluid elèctric i anàlogues;2018;10;2018-10-01;3.0;1156.2079745593726
1613;Defraudacions de fluid elèctric i anàlogues;2018;11;2018-11-01;4.0;1156.5413078927058
1614;Defraudacions de fluid elèctric i anàlogues;2018;12;2018-12-01;4.0;1156.5413078927058
1615;Defraudacions de fluid elèctric i anàlogues;2019;1;2019-01-01;6.0;1157.0413078927058
1616;Defraudacions de fluid elèctric i anàlogues;2019;2;2019-02-01;10.0;1157.7079745593726
1617;Defraudacions de fluid elèctric i anàlogues;2019;3;2019-03-01;8.0;1157.5079745593725
1618;Defraudacions de fluid elèctric i anàlogues;2019;4;2019-04-01;10.0;1157.7579745593725
1619;Defraudacions de fluid elèctric i anàlogues;2019;5;2019-05-01;5.0;1157.2579745593725
1620;Defraudacions de fluid elèctric i anàlogues;2019;6;2019-06-01;8.0;1157.8579745593725
1621;Defraudacions de fluid elèctric i anàlogues;2019;7;2019-07-01;8.0;1157.8579745593725
1622;Defraudacions de fluid elèctric i anàlogues;2019;8;2019-08-01;4.0;1157.3579745593725
1623;Defraudacions de fluid elèctric i anàlogues;2019;9;2019-09-01;12.0;1159.3579745593725
1624;Defraudacions de fluid elèctric i anàlogues;2019;10;2019-10-01;7.0;1158.9413078927057
1625;Defraudacions de fluid elèctric i anàlogues;2019;11;2019-11-01;7.0;1158.9413078927057
1626;Defraudacions de fluid elèctric i anàlogues;2019;12;2019-12-01;6.0;1158.7984507498486
1627;Descobriment i revelació de secrets;2012;1;2012-01-01;9.0;1158.6166325680304
1628;Descobriment i revelació de secrets;2012;2;2012-02-01;25.0;1160.3944103458082
1629;Descobriment i revelació de secrets;2012;3;2012-03-01;12.0;1159.8744103458082
1630;Descobriment i revelació de secrets;2012;4;2012-04-01;12.0;1159.8744103458082
1631;Descobriment i revelació de secrets;2012;5;2012-05-01;15.0;1160.1244103458082
1632;Descobriment i revelació de secrets;2012;6;2012-06-01;9.0;1159.724410345808
1633;Descobriment i revelació de secrets;2012;7;2012-07-01;10.0;1159.8355214569192
1634;Descobriment i revelació de secrets;2012;8;2012-08-01;6.0;1159.435521456919
1635;Descobriment i revelació de secrets;2012;9;2012-09-01;17.0;1161.2688547902524
1636;Descobriment i revelació de secrets;2012;10;2012-10-01;9.0;1160.7982665549582
1637;Descobriment i revelació de secrets;2012;11;2012-11-01;17.0;1161.6871554438471
1638;Descobriment i revelació de secrets;2012;12;2012-12-01;8.0;1161.1577436791413
1639;Descobriment i revelació de secrets;2013;1;2013-01-01;14.0;1161.9077436791413
1640;Descobriment i revelació de secrets;2013;2;2013-02-01;16.0;1162.0506008219984
1641;Descobriment i revelació de secrets;2013;3;2013-03-01;21.0;1162.3631008219984
1642;Descobriment i revelació de secrets;2013;4;2013-04-01;23.0;1162.4583389172365
1643;Descobriment i revelació de secrets;2013;5;2013-05-01;10.0;1161.8931215259322
1644;Descobriment i revelació de secrets;2013;6;2013-06-01;12.0;1162.0931215259322
1645;Descobriment i revelació de secrets;2013;7;2013-07-01;18.0;1162.5931215259322
1646;Descobriment i revelació de secrets;2013;8;2013-08-01;10.0;1162.148677081488
1647;Descobriment i revelació de secrets;2013;9;2013-09-01;9.0;1162.048677081488
1648;Descobriment i revelació de secrets;2013;10;2013-10-01;19.0;1163.159788192599
1649;Descobriment i revelació de secrets;2013;11;2013-11-01;16.0;1163.001893455757
1650;Descobriment i revelació de secrets;2013;12;2013-12-01;15.0;1162.939393455757
1651;Descobriment i revelació de secrets;2014;1;2014-01-01;20.0;1163.2727267890903
1652;Descobriment i revelació de secrets;2014;2;2014-02-01;21.0;1163.3227267890902
1653;Descobriment i revelació de secrets;2014;3;2014-03-01;19.0;1163.2274886938521
1654;Descobriment i revelació de secrets;2014;4;2014-04-01;15.0;1163.0169623780628
1655;Descobriment i revelació de secrets;2014;5;2014-05-01;22.0;1163.4836290447295
1656;Descobriment i revelació de secrets;2014;6;2014-06-01;28.0;1163.7563563174567
1657;Descobriment i revelació de secrets;2014;7;2014-07-01;23.0;1163.5777848888854
1658;Descobriment i revelació de secrets;2014;8;2014-08-01;13.0;1163.1430022801896
1659;Descobriment i revelació de secrets;2014;9;2014-09-01;22.0;1163.8353099724973
1660;Descobriment i revelació de secrets;2014;10;2014-10-01;22.0;1163.8353099724973
1661;Descobriment i revelació de secrets;2014;11;2014-11-01;16.0;1163.56258269977
1662;Descobriment i revelació de secrets;2014;12;2014-12-01;25.0;1164.12508269977
1663;Descobriment i revelació de secrets;2015;1;2015-01-01;21.0;1163.96508269977
1664;Descobriment i revelació de secrets;2015;2;2015-02-01;19.0;1163.8698446045319
1665;Descobriment i revelació de secrets;2015;3;2015-03-01;16.0;1163.7119498676898
1666;Descobriment i revelació de secrets;2015;4;2015-04-01;18.0;1163.8369498676898
1667;Descobriment i revelació de secrets;2015;5;2015-05-01;34.0;1164.7258387565787
1668;Descobriment i revelació de secrets;2015;6;2015-06-01;26.0;1164.4905446389316
1669;Descobriment i revelació de secrets;2015;7;2015-07-01;21.0;1164.298236946624
1670;Descobriment i revelació de secrets;2015;8;2015-08-01;21.0;1164.298236946624
1671;Descobriment i revelació de secrets;2015;9;2015-09-01;27.0;1164.5839512323382
1672;Descobriment i revelació de secrets;2015;10;2015-10-01;20.0;1164.3246919730789
1673;Descobriment i revelació de secrets;2015;11;2015-11-01;21.0;1164.3746919730788
1674;Descobriment i revelació de secrets;2015;12;2015-12-01;24.0;1164.517549115936
1675;Descobriment i revelació de secrets;2016;1;2016-01-01;33.0;1164.892549115936
1676;Descobriment i revelació de secrets;2016;2;2016-02-01;22.0;1164.5592157826027
1677;Descobriment i revelació de secrets;2016;3;2016-03-01;32.0;1165.0137612371482
1678;Descobriment i revelació de secrets;2016;4;2016-04-01;25.0;1164.7950112371482
1679;Descobriment i revelació de secrets;2016;5;2016-05-01;23.0;1164.7150112371482
1680;Descobriment i revelació de secrets;2016;6;2016-06-01;30.0;1165.0193590632352
1681;Descobriment i revelació de secrets;2016;7;2016-07-01;21.0;1164.7193590632353
1682;Descobriment i revelació de secrets;2016;8;2016-08-01;28.0;1165.0526923965685
1683;Descobriment i revelació de secrets;2016;9;2016-09-01;18.0;1164.6955495394257
1684;Descobriment i revelació de secrets;2016;10;2016-10-01;17.0;1164.63999398387
1685;Descobriment i revelació de secrets;2016;11;2016-11-01;19.0;1164.7576410426934
1686;Descobriment i revelació de secrets;2016;12;2016-12-01;30.0;1165.3365884111145
1687;Descobriment i revelació de secrets;2017;1;2017-01-01;20.0;1165.0032550777812
1688;Descobriment i revelació de secrets;2017;2;2017-02-01;24.0;1165.2032550777813
1689;Descobriment i revelació de secrets;2017;3;2017-03-01;27.0;1165.3282550777813
1690;Descobriment i revelació de secrets;2017;4;2017-04-01;27.0;1165.3282550777813
1691;Descobriment i revelació de secrets;2017;5;2017-05-01;26.0;1165.2912180407443
1692;Descobriment i revelació de secrets;2017;6;2017-06-01;18.0;1164.983525733052
1693;Descobriment i revelació de secrets;2017;7;2017-07-01;26.0;1165.4279701774963
1694;Descobriment i revelació de secrets;2017;8;2017-08-01;13.0;1164.9279701774963
1695;Descobriment i revelació de secrets;2017;9;2017-09-01;40.0;1167.0048932544194
1696;Descobriment i revelació de secrets;2017;10;2017-10-01;29.0;1166.7298932544193
1697;Descobriment i revelació de secrets;2017;11;2017-11-01;26.0;1166.6264449785572
1698;Descobriment i revelació de secrets;2017;12;2017-12-01;24.0;1166.549521901634
1699;Descobriment i revelació de secrets;2018;1;2018-01-01;18.0;1166.299521901634
1700;Descobriment i revelació de secrets;2018;2;2018-02-01;14.0;1166.077299679412
1701;Descobriment i revelació de secrets;2018;3;2018-03-01;21.0;1166.577299679412
1702;Descobriment i revelació de secrets;2018;4;2018-04-01;24.0;1166.720156822269
1703;Descobriment i revelació de secrets;2018;5;2018-05-01;21.0;1166.595156822269
1704;Descobriment i revelació de secrets;2018;6;2018-06-01;25.0;1166.7856330127452
1705;Descobriment i revelació de secrets;2018;7;2018-07-01;23.0;1166.7056330127452
1706;Descobriment i revelació de secrets;2018;8;2018-08-01;23.0;1166.7056330127452
1707;Descobriment i revelació de secrets;2018;9;2018-09-01;35.0;1167.22737214318
