;RP;ABP;type_of_crime;number_of_crimes;year;month;day;date
28937;RP Metropolitana Barcelona;ABP Sant Andreu;Coaccions;2;2018;7;1;2018-07-01
28938;RP Metropolitana Barcelona;ABP Sant Andreu;Abusos sexuals;1;2018;7;1;2018-07-01
28939;RP Metropolitana Barcelona;ABP Sant Andreu;Agressions sexuals;2;2018;7;1;2018-07-01
28940;RP Metropolitana Barcelona;ABP Sant Andreu;Exhibicionisme i provocació sexual;0;2018;7;1;2018-07-01
28941;RP Metropolitana Barcelona;ABP Sant Andreu;Acusació, denúncia falsa i simulació de delictes;1;2018;7;1;2018-07-01
28942;RP Metropolitana Barcelona;ABP Sant Andreu;Obstrucció a la justícia i deslleialtat professional;1;2018;7;1;2018-07-01
28943;RP Metropolitana Barcelona;ABP Sant Andreu;Trencament de condemna;5;2018;7;1;2018-07-01
28944;RP Metropolitana Barcelona;ABP Sant Andreu;Contra els drets i deures familiars;3;2018;7;1;2018-07-01
28945;RP Metropolitana Barcelona;ABP Sant Andreu;Organitzacions i grups criminals;0;2018;7;1;2018-07-01
28946;RP Metropolitana Barcelona;ABP Sant Andreu;Altres delictes contra l'ordre públic;3;2018;7;1;2018-07-01
28947;RP Metropolitana Barcelona;ABP Sant Andreu;Contra la salut pública;1;2018;7;1;2018-07-01
28948;RP Metropolitana Barcelona;ABP Sant Andreu;Protecció de la flora, fauna i animals domèstics;0;2018;7;1;2018-07-01
28949;RP Metropolitana Barcelona;ABP Sant Martí;Homicidi consumat;1;2018;7;1;2018-07-01
28950;RP Metropolitana Barcelona;ABP Sant Martí;Homicidi temptativa;0;2018;7;1;2018-07-01
28951;RP Metropolitana Barcelona;ABP Sant Martí;De la usurpació de l'estat civil;1;2018;7;1;2018-07-01
28952;RP Metropolitana Barcelona;ABP Sant Martí;Falsedats documentals;6;2018;7;1;2018-07-01
28953;RP Metropolitana Barcelona;ABP Sant Martí;Falsificació de moneda i efectes timbrats;3;2018;7;1;2018-07-01
28954;RP Metropolitana Barcelona;ABP Sant Martí;Usurpació de funcions públiques i intrusisme;1;2018;7;1;2018-07-01
28955;RP Metropolitana Barcelona;ABP Sant Martí;Lesions;68;2018;7;1;2018-07-01
28956;RP Metropolitana Barcelona;ABP Sant Martí;Tracte degradant / vexatori;2;2018;7;1;2018-07-01
28957;RP Metropolitana Barcelona;ABP Sant Martí;Apropiació indeguda;26;2018;7;1;2018-07-01
28958;RP Metropolitana Barcelona;ABP Sant Martí;Danys;176;2018;7;1;2018-07-01
28959;RP Metropolitana Barcelona;ABP Sant Martí;Defraudacions de fluid elèctric i anàlogues;1;2018;7;1;2018-07-01
28960;RP Metropolitana Barcelona;ABP Sant Martí;Estafes;179;2018;7;1;2018-07-01
28961;RP Metropolitana Barcelona;ABP Sant Martí;Extorsió;1;2018;7;1;2018-07-01
28962;RP Metropolitana Barcelona;ABP Sant Martí;Furt;1442;2018;7;1;2018-07-01
28963;RP Metropolitana Barcelona;ABP Sant Martí;Ocupació immobles;14;2018;7;1;2018-07-01
28964;RP Metropolitana Barcelona;ABP Sant Martí;Propietat industrial;0;2018;7;1;2018-07-01
28965;RP Metropolitana Barcelona;ABP Sant Martí;Robatori amb força;117;2018;7;1;2018-07-01
28966;RP Metropolitana Barcelona;ABP Sant Martí;Robatori amb força interior vehicle;215;2018;7;1;2018-07-01
28967;RP Metropolitana Barcelona;ABP Sant Martí;Robatori amb violència i/o intimidació;219;2018;7;1;2018-07-01
28968;RP Metropolitana Barcelona;ABP Sant Martí;Robatori i furt d'us de vehicle;61;2018;7;1;2018-07-01
28969;RP Metropolitana Barcelona;ABP Sant Martí;Descobriment i revelació de secrets;4;2018;7;1;2018-07-01
28970;RP Metropolitana Barcelona;ABP Sant Martí;Entrada a domicili aliè;1;2018;7;1;2018-07-01
28971;RP Metropolitana Barcelona;ABP Sant Martí;Amenaces;39;2018;7;1;2018-07-01
28972;RP Metropolitana Barcelona;ABP Sant Martí;Coaccions;12;2018;7;1;2018-07-01
28973;RP Metropolitana Barcelona;ABP Sant Martí;Detenció il·legal;0;2018;7;1;2018-07-01
28974;RP Metropolitana Barcelona;ABP Sant Martí;Abusos sexuals;10;2018;7;1;2018-07-01
28975;RP Metropolitana Barcelona;ABP Sant Martí;Agressions sexuals;5;2018;7;1;2018-07-01
28976;RP Metropolitana Barcelona;ABP Sant Martí;Exhibicionisme i provocació sexual;1;2018;7;1;2018-07-01
28977;RP Metropolitana Barcelona;ABP Sant Martí;Realització arbitrària del propi dret;1;2018;7;1;2018-07-01
28978;RP Metropolitana Barcelona;ABP Sant Martí;Trencament de condemna;6;2018;7;1;2018-07-01
28979;RP Metropolitana Barcelona;ABP Sant Martí;Infidelitat en la custòdia de documents i violació de secrets;1;2018;7;1;2018-07-01
28980;RP Metropolitana Barcelona;ABP Sant Martí;Contra els drets i deures familiars;3;2018;7;1;2018-07-01
28981;RP Metropolitana Barcelona;ABP Sant Martí;Desordres públics;1;2018;7;1;2018-07-01
28982;RP Metropolitana Barcelona;ABP Sant Martí;Altres delictes contra l'ordre públic;7;2018;7;1;2018-07-01
28983;RP Metropolitana Barcelona;ABP Sant Martí;Contra la salut pública;12;2018;7;1;2018-07-01
28984;RP Metropolitana Barcelona;ABP Sant Martí;Incendi;1;2018;7;1;2018-07-01
28985;RP Metropolitana Barcelona;ABP Sants-Montjuïc;De la usurpació de l'estat civil;1;2018;7;1;2018-07-01
28986;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Falsedats documentals;5;2018;7;1;2018-07-01
28987;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Usurpació de funcions públiques i intrusisme;2;2018;7;1;2018-07-01
28988;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Lesions;84;2018;7;1;2018-07-01
28989;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Tracte degradant / vexatori;1;2018;7;1;2018-07-01
28990;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Apropiació indeguda;30;2018;7;1;2018-07-01
28991;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Danys;94;2018;7;1;2018-07-01
28992;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Estafes;165;2018;7;1;2018-07-01
28993;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Extorsió;2;2018;7;1;2018-07-01
28994;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Furt;1414;2018;7;1;2018-07-01
28995;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Ocupació immobles;13;2018;7;1;2018-07-01
28996;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Propietat industrial;1;2018;7;1;2018-07-01
28997;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Receptació i altres conductes afins;3;2018;7;1;2018-07-01
28998;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori amb força;94;2018;7;1;2018-07-01
28999;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori amb força interior vehicle;117;2018;7;1;2018-07-01
29000;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori amb violència i/o intimidació;146;2018;7;1;2018-07-01
29001;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori i furt d'us de vehicle;34;2018;7;1;2018-07-01
29002;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Usurpació;1;2018;7;1;2018-07-01
29003;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Injúria;1;2018;7;1;2018-07-01
29004;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Contra exercici drets fonamentals i llibertats públiques;1;2018;7;1;2018-07-01
29005;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Descobriment i revelació de secrets;3;2018;7;1;2018-07-01
29006;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Entrada a domicili aliè;3;2018;7;1;2018-07-01
29007;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Amenaces;41;2018;7;1;2018-07-01
29008;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Coaccions;5;2018;7;1;2018-07-01
29009;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Abusos sexuals;6;2018;7;1;2018-07-01
