;RP;ABP;type_of_crime;number_of_crimes;year;month;day;date
165875;RP Metropolitana Barcelona;ABP Ciutat Vella;Abusos sexuals;1;2011;8;1;2011-08-01
165876;RP Metropolitana Barcelona;ABP Ciutat Vella;Agressions sexuals;7;2011;8;1;2011-08-01
165877;RP Metropolitana Barcelona;ABP Ciutat Vella;Relatius a la prostitució;1;2011;8;1;2011-08-01
165878;RP Metropolitana Barcelona;ABP Ciutat Vella;Obstrucció a la justícia i deslleialtat professional;1;2011;8;1;2011-08-01
165879;RP Metropolitana Barcelona;ABP Ciutat Vella;Trencament de condemna;12;2011;8;1;2011-08-01
165880;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra els drets i deures familiars;2;2011;8;1;2011-08-01
165881;RP Metropolitana Barcelona;ABP Ciutat Vella;Desordres públics;2;2011;8;1;2011-08-01
165882;RP Metropolitana Barcelona;ABP Ciutat Vella;Organitzacions i grups criminals;41;2011;8;1;2011-08-01
165883;RP Metropolitana Barcelona;ABP Ciutat Vella;Altres delictes contra l'ordre públic;31;2011;8;1;2011-08-01
165884;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra la salut pública;86;2011;8;1;2011-08-01
165885;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra el patrimoni;2731;2011;8;1;2011-08-01
165886;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra els interessos generals;9;2011;8;1;2011-08-01
165887;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra les persones;93;2011;8;1;2011-08-01
165888;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra l'ordre públic;26;2011;8;1;2011-08-01
165889;RP Metropolitana Barcelona;ABP Eixample;Homicidi per imprudència;1;2011;8;1;2011-08-01
165890;RP Metropolitana Barcelona;ABP Eixample;De la usurpació de l'estat civil;2;2011;8;1;2011-08-01
165891;RP Metropolitana Barcelona;ABP Eixample;Falsedats documentals;5;2011;8;1;2011-08-01
165892;RP Metropolitana Barcelona;ABP Eixample;Falsificació de moneda i efectes timbrats;2;2011;8;1;2011-08-01
165893;RP Metropolitana Barcelona;ABP Eixample;Usurpació de funcions públiques i intrusisme;16;2011;8;1;2011-08-01
165894;RP Metropolitana Barcelona;ABP Eixample;Lesions;33;2011;8;1;2011-08-01
165895;RP Metropolitana Barcelona;ABP Eixample;Tracte degradant / vexatori;15;2011;8;1;2011-08-01
165896;RP Metropolitana Barcelona;ABP Eixample;Apropiació indeguda;15;2011;8;1;2011-08-01
165897;RP Metropolitana Barcelona;ABP Eixample;Danys;28;2011;8;1;2011-08-01
165898;RP Metropolitana Barcelona;ABP Eixample;Defraudacions de fluid elèctric i anàlogues;1;2011;8;1;2011-08-01
165899;RP Metropolitana Barcelona;ABP Eixample;Estafes;68;2011;8;1;2011-08-01
165900;RP Metropolitana Barcelona;ABP Eixample;Furt;839;2011;8;1;2011-08-01
165901;RP Metropolitana Barcelona;ABP Eixample;Ocupació immobles;1;2011;8;1;2011-08-01
165902;RP Metropolitana Barcelona;ABP Eixample;Receptació i altres conductes afins;2;2011;8;1;2011-08-01
165903;RP Metropolitana Barcelona;ABP Eixample;Robatori amb força;160;2011;8;1;2011-08-01
165904;RP Metropolitana Barcelona;ABP Eixample;Robatori amb força interior vehicle;164;2011;8;1;2011-08-01
165905;RP Metropolitana Barcelona;ABP Eixample;Robatori amb violència i/o intimidació;238;2011;8;1;2011-08-01
165906;RP Metropolitana Barcelona;ABP Eixample;Robatori i furt d'us de vehicle;66;2011;8;1;2011-08-01
165907;RP Metropolitana Barcelona;ABP Eixample;Descobriment i revelació de secrets;2;2011;8;1;2011-08-01
165908;RP Metropolitana Barcelona;ABP Eixample;Entrada a domicili aliè;3;2011;8;1;2011-08-01
165909;RP Metropolitana Barcelona;ABP Eixample;Amenaces;22;2011;8;1;2011-08-01
165910;RP Metropolitana Barcelona;ABP Eixample;Detenció il·legal;3;2011;8;1;2011-08-01
165911;RP Metropolitana Barcelona;ABP Eixample;Abusos sexuals;2;2011;8;1;2011-08-01
165912;RP Metropolitana Barcelona;ABP Eixample;Agressions sexuals;2;2011;8;1;2011-08-01
165913;RP Metropolitana Barcelona;ABP Eixample;Assetjament sexual;0;2011;8;1;2011-08-01
165914;RP Metropolitana Barcelona;ABP Eixample;Relatius a la prostitució;1;2011;8;1;2011-08-01
165915;RP Metropolitana Barcelona;ABP Eixample;Trencament de condemna;6;2011;8;1;2011-08-01
165916;RP Metropolitana Barcelona;ABP Eixample;Contra els drets i deures familiars;1;2011;8;1;2011-08-01
165917;RP Metropolitana Barcelona;ABP Eixample;Desordres públics;1;2011;8;1;2011-08-01
165918;RP Metropolitana Barcelona;ABP Eixample;Organitzacions i grups criminals;0;2011;8;1;2011-08-01
165919;RP Metropolitana Barcelona;ABP Eixample;Altres delictes contra l'ordre públic;15;2011;8;1;2011-08-01
165920;RP Metropolitana Barcelona;ABP Eixample;Contra la salut pública;18;2011;8;1;2011-08-01
165921;RP Metropolitana Barcelona;ABP Eixample;Incendi;1;2011;8;1;2011-08-01
165922;RP Metropolitana Barcelona;ABP Eixample;Faltes contra el patrimoni;1880;2011;8;1;2011-08-01
165923;RP Metropolitana Barcelona;ABP Eixample;Faltes contra els interessos generals;3;2011;8;1;2011-08-01
165924;RP Metropolitana Barcelona;ABP Eixample;Faltes contra les persones;97;2011;8;1;2011-08-01
165925;RP Metropolitana Barcelona;ABP Eixample;Faltes contra l'ordre públic;6;2011;8;1;2011-08-01
165926;RP Metropolitana Barcelona;ABP Gràcia;Homicidi per imprudència;0;2011;8;1;2011-08-01
165927;RP Metropolitana Barcelona;ABP Gràcia;De la usurpació de l'estat civil;2;2011;8;1;2011-08-01
165928;RP Metropolitana Barcelona;ABP Gràcia;Falsedats documentals;2;2011;8;1;2011-08-01
165929;RP Metropolitana Barcelona;ABP Gràcia;Lesions;7;2011;8;1;2011-08-01
165930;RP Metropolitana Barcelona;ABP Gràcia;Tracte degradant / vexatori;5;2011;8;1;2011-08-01
165931;RP Metropolitana Barcelona;ABP Gràcia;Apropiació indeguda;3;2011;8;1;2011-08-01
165932;RP Metropolitana Barcelona;ABP Gràcia;Danys;7;2011;8;1;2011-08-01
165933;RP Metropolitana Barcelona;ABP Gràcia;Defraudacions de fluid elèctric i anàlogues;1;2011;8;1;2011-08-01
165934;RP Metropolitana Barcelona;ABP Gràcia;Estafes;19;2011;8;1;2011-08-01
165935;RP Metropolitana Barcelona;ABP Gràcia;Furt;90;2011;8;1;2011-08-01
165936;RP Metropolitana Barcelona;ABP Gràcia;Ocupació immobles;1;2011;8;1;2011-08-01
165937;RP Metropolitana Barcelona;ABP Gràcia;Receptació i altres conductes afins;0;2011;8;1;2011-08-01
165938;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb força;34;2011;8;1;2011-08-01
165939;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb força interior vehicle;31;2011;8;1;2011-08-01
165940;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb violència i/o intimidació;40;2011;8;1;2011-08-01
165941;RP Metropolitana Barcelona;ABP Gràcia;Robatori i furt d'us de vehicle;19;2011;8;1;2011-08-01
165942;RP Metropolitana Barcelona;ABP Gràcia;Descobriment i revelació de secrets;0;2011;8;1;2011-08-01
165943;RP Metropolitana Barcelona;ABP Gràcia;Entrada a domicili aliè;2;2011;8;1;2011-08-01
165944;RP Metropolitana Barcelona;ABP Gràcia;Amenaces;4;2011;8;1;2011-08-01
165945;RP Metropolitana Barcelona;ABP Gràcia;Coaccions;1;2011;8;1;2011-08-01
165946;RP Metropolitana Barcelona;ABP Gràcia;Obstrucció a la justícia i deslleialtat professional;0;2011;8;1;2011-08-01
165947;RP Metropolitana Barcelona;ABP Gràcia;Contra els drets i deures familiars;1;2011;8;1;2011-08-01
165948;RP Metropolitana Barcelona;ABP Gràcia;Altres delictes contra l'ordre públic;9;2011;8;1;2011-08-01
165949;RP Metropolitana Barcelona;ABP Gràcia;Contra la salut pública;3;2011;8;1;2011-08-01
165950;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra el patrimoni;341;2011;8;1;2011-08-01
165951;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra els interessos generals;1;2011;8;1;2011-08-01
165952;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra les persones;35;2011;8;1;2011-08-01
165953;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra l'ordre públic;5;2011;8;1;2011-08-01
165954;RP Metropolitana Barcelona;ABP Horta-Guinardó;Homicidi per imprudència;1;2011;8;1;2011-08-01
165955;RP Metropolitana Barcelona;ABP Horta-Guinardó;De la usurpació de l'estat civil;3;2011;8;1;2011-08-01
165956;RP Metropolitana Barcelona;ABP Horta-Guinardó;Falsedats documentals;3;2011;8;1;2011-08-01
165957;RP Metropolitana Barcelona;ABP Horta-Guinardó;Usurpació de funcions públiques i intrusisme;1;2011;8;1;2011-08-01
165958;RP Metropolitana Barcelona;ABP Horta-Guinardó;Lesions;7;2011;8;1;2011-08-01
165959;RP Metropolitana Barcelona;ABP Horta-Guinardó;Tracte degradant / vexatori;7;2011;8;1;2011-08-01
165960;RP Metropolitana Barcelona;ABP Horta-Guinardó;Apropiació indeguda;3;2011;8;1;2011-08-01
165961;RP Metropolitana Barcelona;ABP Horta-Guinardó;Danys;13;2011;8;1;2011-08-01
165962;RP Metropolitana Barcelona;ABP Horta-Guinardó;Estafes;8;2011;8;1;2011-08-01
165963;RP Metropolitana Barcelona;ABP Horta-Guinardó;Furt;33;2011;8;1;2011-08-01
165964;RP Metropolitana Barcelona;ABP Horta-Guinardó;Ocupació immobles;4;2011;8;1;2011-08-01
165965;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb força;50;2011;8;1;2011-08-01
165966;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb força interior vehicle;47;2011;8;1;2011-08-01
165967;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb violència i/o intimidació;55;2011;8;1;2011-08-01
165968;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori i furt d'us de vehicle;44;2011;8;1;2011-08-01
165969;RP Metropolitana Barcelona;ABP Horta-Guinardó;Entrada a domicili aliè;1;2011;8;1;2011-08-01
165970;RP Metropolitana Barcelona;ABP Horta-Guinardó;Amenaces;15;2011;8;1;2011-08-01
165971;RP Metropolitana Barcelona;ABP Horta-Guinardó;Coaccions;3;2011;8;1;2011-08-01
165972;RP Metropolitana Barcelona;ABP Horta-Guinardó;Agressions sexuals;4;2011;8;1;2011-08-01
165973;RP Metropolitana Barcelona;ABP Horta-Guinardó;Acusació, denúncia falsa i simulació de delictes;1;2011;8;1;2011-08-01
165974;RP Metropolitana Barcelona;ABP Horta-Guinardó;Encobriment;0;2011;8;1;2011-08-01
165975;RP Metropolitana Barcelona;ABP Horta-Guinardó;Obstrucció a la justícia i deslleialtat professional;1;2011;8;1;2011-08-01
165976;RP Metropolitana Barcelona;ABP Horta-Guinardó;Trencament de condemna;1;2011;8;1;2011-08-01
165977;RP Metropolitana Barcelona;ABP Horta-Guinardó;Contra els drets i deures familiars;6;2011;8;1;2011-08-01
165978;RP Metropolitana Barcelona;ABP Horta-Guinardó;Organitzacions i grups criminals;0;2011;8;1;2011-08-01
165979;RP Metropolitana Barcelona;ABP Horta-Guinardó;Altres delictes contra l'ordre públic;1;2011;8;1;2011-08-01
165980;RP Metropolitana Barcelona;ABP Horta-Guinardó;Contra la salut pública;3;2011;8;1;2011-08-01
165981;RP Metropolitana Barcelona;ABP Horta-Guinardó;Protecció de la flora, fauna i animals domèstics;1;2011;8;1;2011-08-01
165982;RP Metropolitana Barcelona;ABP Horta-Guinardó;Faltes contra el patrimoni;195;2011;8;1;2011-08-01
165983;RP Metropolitana Barcelona;ABP Horta-Guinardó;Faltes contra els interessos generals;1;2011;8;1;2011-08-01
165984;RP Metropolitana Barcelona;ABP Horta-Guinardó;Faltes contra les persones;35;2011;8;1;2011-08-01
165985;RP Metropolitana Barcelona;ABP Les Corts;Falsedats documentals;2;2011;8;1;2011-08-01
165986;RP Metropolitana Barcelona;ABP Les Corts;Usurpació de funcions públiques i intrusisme;4;2011;8;1;2011-08-01
165987;RP Metropolitana Barcelona;ABP Les Corts;Lesions;8;2011;8;1;2011-08-01
165988;RP Metropolitana Barcelona;ABP Les Corts;Tracte degradant / vexatori;3;2011;8;1;2011-08-01
165989;RP Metropolitana Barcelona;ABP Les Corts;Apropiació indeguda;1;2011;8;1;2011-08-01
165990;RP Metropolitana Barcelona;ABP Les Corts;Danys;5;2011;8;1;2011-08-01
165991;RP Metropolitana Barcelona;ABP Les Corts;Estafes;15;2011;8;1;2011-08-01
165992;RP Metropolitana Barcelona;ABP Les Corts;Furt;89;2011;8;1;2011-08-01
165993;RP Metropolitana Barcelona;ABP Les Corts;Robatori amb força;34;2011;8;1;2011-08-01
165994;RP Metropolitana Barcelona;ABP Les Corts;Robatori amb força interior vehicle;93;2011;8;1;2011-08-01
165995;RP Metropolitana Barcelona;ABP Les Corts;Robatori amb violència i/o intimidació;53;2011;8;1;2011-08-01
165996;RP Metropolitana Barcelona;ABP Les Corts;Robatori i furt d'us de vehicle;27;2011;8;1;2011-08-01
165997;RP Metropolitana Barcelona;ABP Les Corts;Entrada a domicili aliè;0;2011;8;1;2011-08-01
165998;RP Metropolitana Barcelona;ABP Les Corts;Amenaces;2;2011;8;1;2011-08-01
165999;RP Metropolitana Barcelona;ABP Les Corts;Detenció il·legal;1;2011;8;1;2011-08-01
166000;RP Metropolitana Barcelona;ABP Les Corts;Abusos sexuals;0;2011;8;1;2011-08-01
166001;RP Metropolitana Barcelona;ABP Les Corts;Agressions sexuals;0;2011;8;1;2011-08-01
166002;RP Metropolitana Barcelona;ABP Les Corts;Trencament de condemna;1;2011;8;1;2011-08-01
166003;RP Metropolitana Barcelona;ABP Les Corts;Contra els drets i deures familiars;2;2011;8;1;2011-08-01
166004;RP Metropolitana Barcelona;ABP Les Corts;Organitzacions i grups criminals;0;2011;8;1;2011-08-01
166005;RP Metropolitana Barcelona;ABP Les Corts;Altres delictes contra l'ordre públic;2;2011;8;1;2011-08-01
166006;RP Metropolitana Barcelona;ABP Les Corts;Contra la salut pública;2;2011;8;1;2011-08-01
166007;RP Metropolitana Barcelona;ABP Les Corts;Faltes contra el patrimoni;242;2011;8;1;2011-08-01
166008;RP Metropolitana Barcelona;ABP Les Corts;Faltes contra les persones;17;2011;8;1;2011-08-01
166009;RP Metropolitana Barcelona;ABP Les Corts;Faltes contra l'ordre públic;6;2011;8;1;2011-08-01
166010;RP Metropolitana Barcelona;ABP Nou Barris;De la usurpació de l'estat civil;3;2011;8;1;2011-08-01
166011;RP Metropolitana Barcelona;ABP Nou Barris;Falsedats documentals;3;2011;8;1;2011-08-01
166012;RP Metropolitana Barcelona;ABP Nou Barris;Usurpació de funcions públiques i intrusisme;0;2011;8;1;2011-08-01
166013;RP Metropolitana Barcelona;ABP Nou Barris;Lesions;18;2011;8;1;2011-08-01
166014;RP Metropolitana Barcelona;ABP Nou Barris;Tracte degradant / vexatori;21;2011;8;1;2011-08-01
166015;RP Metropolitana Barcelona;ABP Nou Barris;Apropiació indeguda;4;2011;8;1;2011-08-01
166016;RP Metropolitana Barcelona;ABP Nou Barris;Danys;16;2011;8;1;2011-08-01
166017;RP Metropolitana Barcelona;ABP Nou Barris;Defraudacions de fluid elèctric i anàlogues;0;2011;8;1;2011-08-01
166018;RP Metropolitana Barcelona;ABP Nou Barris;Estafes;12;2011;8;1;2011-08-01
166019;RP Metropolitana Barcelona;ABP Nou Barris;Furt;38;2011;8;1;2011-08-01
166020;RP Metropolitana Barcelona;ABP Nou Barris;Ocupació immobles;5;2011;8;1;2011-08-01
166021;RP Metropolitana Barcelona;ABP Nou Barris;Receptació i altres conductes afins;1;2011;8;1;2011-08-01
166022;RP Metropolitana Barcelona;ABP Nou Barris;Robatori amb força;61;2011;8;1;2011-08-01
166023;RP Metropolitana Barcelona;ABP Nou Barris;Robatori amb força interior vehicle;49;2011;8;1;2011-08-01
166024;RP Metropolitana Barcelona;ABP Nou Barris;Robatori amb violència i/o intimidació;61;2011;8;1;2011-08-01
166025;RP Metropolitana Barcelona;ABP Nou Barris;Robatori i furt d'us de vehicle;31;2011;8;1;2011-08-01
166026;RP Metropolitana Barcelona;ABP Nou Barris;Amenaces;9;2011;8;1;2011-08-01
166027;RP Metropolitana Barcelona;ABP Nou Barris;Coaccions;1;2011;8;1;2011-08-01
166028;RP Metropolitana Barcelona;ABP Nou Barris;Abusos sexuals;1;2011;8;1;2011-08-01
166029;RP Metropolitana Barcelona;ABP Nou Barris;Agressions sexuals;0;2011;8;1;2011-08-01
166030;RP Metropolitana Barcelona;ABP Nou Barris;Acusació, denúncia falsa i simulació de delictes;3;2011;8;1;2011-08-01
166031;RP Metropolitana Barcelona;ABP Nou Barris;Trencament de condemna;2;2011;8;1;2011-08-01
166032;RP Metropolitana Barcelona;ABP Nou Barris;Contra els drets i deures familiars;2;2011;8;1;2011-08-01
166033;RP Metropolitana Barcelona;ABP Nou Barris;Organitzacions i grups criminals;0;2011;8;1;2011-08-01
166034;RP Metropolitana Barcelona;ABP Nou Barris;Altres delictes contra l'ordre públic;6;2011;8;1;2011-08-01
166035;RP Metropolitana Barcelona;ABP Nou Barris;Contra la salut pública;1;2011;8;1;2011-08-01
166036;RP Metropolitana Barcelona;ABP Nou Barris;Faltes contra el patrimoni;193;2011;8;1;2011-08-01
166037;RP Metropolitana Barcelona;ABP Nou Barris;Faltes contra els interessos generals;2;2011;8;1;2011-08-01
166038;RP Metropolitana Barcelona;ABP Nou Barris;Faltes contra les persones;60;2011;8;1;2011-08-01
166039;RP Metropolitana Barcelona;ABP Nou Barris;Faltes contra l'ordre públic;6;2011;8;1;2011-08-01
166040;RP Metropolitana Barcelona;ABP Sant Andreu;Lesions;14;2011;8;1;2011-08-01
166041;RP Metropolitana Barcelona;ABP Sant Andreu;Tracte degradant / vexatori;15;2011;8;1;2011-08-01
166042;RP Metropolitana Barcelona;ABP Sant Andreu;Apropiació indeguda;1;2011;8;1;2011-08-01
166043;RP Metropolitana Barcelona;ABP Sant Andreu;Danys;26;2011;8;1;2011-08-01
166044;RP Metropolitana Barcelona;ABP Sant Andreu;Defraudacions de fluid elèctric i anàlogues;1;2011;8;1;2011-08-01
166045;RP Metropolitana Barcelona;ABP Sant Andreu;Estafes;21;2011;8;1;2011-08-01
166046;RP Metropolitana Barcelona;ABP Sant Andreu;Furt;84;2011;8;1;2011-08-01
166047;RP Metropolitana Barcelona;ABP Sant Andreu;Ocupació immobles;2;2011;8;1;2011-08-01
166048;RP Metropolitana Barcelona;ABP Sant Andreu;Receptació i altres conductes afins;1;2011;8;1;2011-08-01
166049;RP Metropolitana Barcelona;ABP Sant Andreu;Robatori amb força;44;2011;8;1;2011-08-01
166050;RP Metropolitana Barcelona;ABP Sant Andreu;Robatori amb força interior vehicle;40;2011;8;1;2011-08-01
166051;RP Metropolitana Barcelona;ABP Sant Andreu;Robatori amb violència i/o intimidació;68;2011;8;1;2011-08-01
166052;RP Metropolitana Barcelona;ABP Sant Andreu;Robatori i furt d'us de vehicle;28;2011;8;1;2011-08-01
166053;RP Metropolitana Barcelona;ABP Sant Andreu;Usurpació;2;2011;8;1;2011-08-01
166054;RP Metropolitana Barcelona;ABP Sant Andreu;Descobriment i revelació de secrets;1;2011;8;1;2011-08-01
166055;RP Metropolitana Barcelona;ABP Sant Andreu;Amenaces;9;2011;8;1;2011-08-01
166056;RP Metropolitana Barcelona;ABP Sant Andreu;Coaccions;0;2011;8;1;2011-08-01
166057;RP Metropolitana Barcelona;ABP Sant Andreu;Abusos sexuals;1;2011;8;1;2011-08-01
166058;RP Metropolitana Barcelona;ABP Sant Andreu;Agressions sexuals;2;2011;8;1;2011-08-01
166059;RP Metropolitana Barcelona;ABP Sant Andreu;Acusació, denúncia falsa i simulació de delictes;1;2011;8;1;2011-08-01
166060;RP Metropolitana Barcelona;ABP Sant Andreu;Obstrucció a la justícia i deslleialtat professional;1;2011;8;1;2011-08-01
166061;RP Metropolitana Barcelona;ABP Sant Andreu;Trencament de condemna;12;2011;8;1;2011-08-01
166062;RP Metropolitana Barcelona;ABP Sant Andreu;Contra els drets i deures familiars;2;2011;8;1;2011-08-01
166063;RP Metropolitana Barcelona;ABP Sant Andreu;Altres delictes contra l'ordre públic;4;2011;8;1;2011-08-01
166064;RP Metropolitana Barcelona;ABP Sant Andreu;Contra la salut pública;1;2011;8;1;2011-08-01
166065;RP Metropolitana Barcelona;ABP Sant Andreu;Faltes contra el patrimoni;290;2011;8;1;2011-08-01
166066;RP Metropolitana Barcelona;ABP Sant Andreu;Faltes contra les persones;40;2011;8;1;2011-08-01
166067;RP Metropolitana Barcelona;ABP Sant Martí;Assassinat temptativa;1;2011;8;1;2011-08-01
166068;RP Metropolitana Barcelona;ABP Sant Martí;Homicidi temptativa;1;2011;8;1;2011-08-01
166069;RP Metropolitana Barcelona;ABP Sant Martí;De la usurpació de l'estat civil;1;2011;8;1;2011-08-01
166070;RP Metropolitana Barcelona;ABP Sant Martí;Falsedats documentals;2;2011;8;1;2011-08-01
166071;RP Metropolitana Barcelona;ABP Sant Martí;Usurpació de funcions públiques i intrusisme;1;2011;8;1;2011-08-01
166072;RP Metropolitana Barcelona;ABP Sant Martí;Lesions;29;2011;8;1;2011-08-01
166073;RP Metropolitana Barcelona;ABP Sant Martí;Tracte degradant / vexatori;16;2011;8;1;2011-08-01
166074;RP Metropolitana Barcelona;ABP Sant Martí;Apropiació indeguda;5;2011;8;1;2011-08-01
166075;RP Metropolitana Barcelona;ABP Sant Martí;Danys;34;2011;8;1;2011-08-01
166076;RP Metropolitana Barcelona;ABP Sant Martí;Defraudacions de fluid elèctric i anàlogues;1;2011;8;1;2011-08-01
166077;RP Metropolitana Barcelona;ABP Sant Martí;Estafes;31;2011;8;1;2011-08-01
166078;RP Metropolitana Barcelona;ABP Sant Martí;Furt;294;2011;8;1;2011-08-01
166079;RP Metropolitana Barcelona;ABP Sant Martí;Ocupació immobles;7;2011;8;1;2011-08-01
166080;RP Metropolitana Barcelona;ABP Sant Martí;Receptació i altres conductes afins;3;2011;8;1;2011-08-01
166081;RP Metropolitana Barcelona;ABP Sant Martí;Robatori amb força;96;2011;8;1;2011-08-01
166082;RP Metropolitana Barcelona;ABP Sant Martí;Robatori amb força interior vehicle;214;2011;8;1;2011-08-01
166083;RP Metropolitana Barcelona;ABP Sant Martí;Robatori amb violència i/o intimidació;131;2011;8;1;2011-08-01
166084;RP Metropolitana Barcelona;ABP Sant Martí;Robatori i furt d'us de vehicle;55;2011;8;1;2011-08-01
166085;RP Metropolitana Barcelona;ABP Sant Martí;Contra exercici drets fonamentals i llibertats públiques;1;2011;8;1;2011-08-01
166086;RP Metropolitana Barcelona;ABP Sant Martí;Entrada a domicili aliè;1;2011;8;1;2011-08-01
166087;RP Metropolitana Barcelona;ABP Sant Martí;Amenaces;12;2011;8;1;2011-08-01
166088;RP Metropolitana Barcelona;ABP Sant Martí;Detenció il·legal;2;2011;8;1;2011-08-01
166089;RP Metropolitana Barcelona;ABP Sant Martí;Abusos sexuals;3;2011;8;1;2011-08-01
166090;RP Metropolitana Barcelona;ABP Sant Martí;Agressions sexuals;3;2011;8;1;2011-08-01
166091;RP Metropolitana Barcelona;ABP Sant Martí;Acusació, denúncia falsa i simulació de delictes;3;2011;8;1;2011-08-01
166092;RP Metropolitana Barcelona;ABP Sant Martí;Trencament de condemna;12;2011;8;1;2011-08-01
166093;RP Metropolitana Barcelona;ABP Sant Martí;Contra els drets i deures familiars;1;2011;8;1;2011-08-01
166094;RP Metropolitana Barcelona;ABP Sant Martí;Desordres públics;1;2011;8;1;2011-08-01
166095;RP Metropolitana Barcelona;ABP Sant Martí;Organitzacions i grups criminals;0;2011;8;1;2011-08-01
166096;RP Metropolitana Barcelona;ABP Sant Martí;Altres delictes contra l'ordre públic;10;2011;8;1;2011-08-01
166097;RP Metropolitana Barcelona;ABP Sant Martí;Contra la salut pública;3;2011;8;1;2011-08-01
166098;RP Metropolitana Barcelona;ABP Sant Martí;Incendi;1;2011;8;1;2011-08-01
166099;RP Metropolitana Barcelona;ABP Sant Martí;Faltes contra el patrimoni;887;2011;8;1;2011-08-01
166100;RP Metropolitana Barcelona;ABP Sant Martí;Faltes contra els interessos generals;2;2011;8;1;2011-08-01
166101;RP Metropolitana Barcelona;ABP Sant Martí;Faltes contra les persones;93;2011;8;1;2011-08-01
166102;RP Metropolitana Barcelona;ABP Sant Martí;Faltes contra l'ordre públic;15;2011;8;1;2011-08-01
166103;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Homicidi temptativa;1;2011;8;1;2011-08-01
166104;RP Metropolitana Barcelona;ABP Sants-Montjuïc;De la usurpació de l'estat civil;4;2011;8;1;2011-08-01
166105;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Falsedats documentals;5;2011;8;1;2011-08-01
166106;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Falsificació de moneda i efectes timbrats;2;2011;8;1;2011-08-01
166107;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Usurpació de funcions públiques i intrusisme;3;2011;8;1;2011-08-01
166108;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Lesions;23;2011;8;1;2011-08-01
166109;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Tracte degradant / vexatori;12;2011;8;1;2011-08-01
166110;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Apropiació indeguda;11;2011;8;1;2011-08-01
166111;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Danys;23;2011;8;1;2011-08-01
166112;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Estafes;33;2011;8;1;2011-08-01
166113;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Furt;366;2011;8;1;2011-08-01
166114;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Mercat i consumidors;1;2011;8;1;2011-08-01
166115;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Ocupació immobles;5;2011;8;1;2011-08-01
166116;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Receptació i altres conductes afins;2;2011;8;1;2011-08-01
166117;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori amb força;111;2011;8;1;2011-08-01
166118;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori amb força interior vehicle;178;2011;8;1;2011-08-01
166119;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori amb violència i/o intimidació;151;2011;8;1;2011-08-01
166120;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori i furt d'us de vehicle;53;2011;8;1;2011-08-01
166121;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Associació il·lícita;0;2011;8;1;2011-08-01
166122;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Descobriment i revelació de secrets;1;2011;8;1;2011-08-01
166123;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Amenaces;19;2011;8;1;2011-08-01
166124;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Coaccions;0;2011;8;1;2011-08-01
166125;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Abusos sexuals;1;2011;8;1;2011-08-01
166126;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Agressions sexuals;4;2011;8;1;2011-08-01
166127;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Obstrucció a la justícia i deslleialtat professional;1;2011;8;1;2011-08-01
166128;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Trencament de condemna;7;2011;8;1;2011-08-01
166129;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Malversació;1;2011;8;1;2011-08-01
